instrument_dir,data_file,dataset_name,dataset_origin_name,language,form,form_type,license,contributor,citation,longitudinal,age_min,age_max
SpanishEuropean_WG,SpanishEuropeanWG_Karousou_data.csv,Karousou,Karousou__Spanish (European)_WG,Spanish (European),WG,WG,CC-BY,Alexandra Karousou (Democritus University of Thrace),"​López Ornat, S., Gallego, C., Gallo, P., Karousou, A., Mariscal, S., & Martínez, M. (2005). MacArthur: Inventario de desarrollo comunicativo. Manual y Cuadernillos. Madrid: TEA Ediciones. ISBN: 84-7174-820-7",FALSE,8,15
SpanishEuropean_WS,SpanishEuropeanWS_Karousou_data.csv,Karousou,Karousou__Spanish (European)_WS,Spanish (European),WS,WS,CC-BY,Alexandra Karousou (Democritus University of Thrace),"​López Ornat, S., Gallego, C., Gallo, P., Karousou, A., Mariscal, S., & Martínez, M. (2005). MacArthur: Inventario de desarrollo comunicativo. Manual y Cuadernillos. Madrid: TEA Ediciones. ISBN: 84-7174-820-7",FALSE,16,30
FrenchFrench_WS,FrenchFrenchWS_Kern_data.csv,Kern,Kern__French (French)_WS,French (French),WS,WS,CC-BY,Sophie Kern (Centre national de la recherche scientifique (CNRS)),,FALSE,16,30
MandarinTaiwanese_WG,MandarinTaiwaneseWG_Liu_data.csv,Liu,Liu__Mandarin (Taiwanese)_WG,Mandarin (Taiwanese),WG,WG,CC-BY,Huei-Mei Liu (National Taiwan Normal University),"Liu, H. M., & Tsao, F. M. (2010). The standardization and application of Mandarin-Chinese communicative developmental inventory for infants and toddlers. Formosa Journal of Mental Health, (4)23, 503–534. DOI: 10.30074/CJMH.201012.0001; Liu, H. M., & Chen, Y. (2015). Developmental changes in the content and composition of early expressive vocabulary in Mandarin-speaking infants and toddlers. Bulletin of Educational Psychology, 24(7), 217–242. DOI: 10.6251/BEP.20150205",FALSE,8,16
MandarinTaiwanese_WS,MandarinTaiwaneseWS_Liu_data.csv,Liu,Liu__Mandarin (Taiwanese)_WS,Mandarin (Taiwanese),WS,WS,CC-BY,Huei-Mei Liu (National Taiwan Normal University),"Liu, H. M., & Tsao, F. M. (2010). The standardization and application of Mandarin-Chinese communicative developmental inventory for infants and toddlers. Formosa Journal of Mental Health, (4)23, 503–534. DOI: 10.30074/CJMH.201012.0001; Liu, H. M., & Chen, Y. (2015). Developmental changes in the content and composition of early expressive vocabulary in Mandarin-speaking infants and toddlers. Bulletin of Educational Psychology, 24(7), 217–242. DOI: 10.6251/BEP.20150205",FALSE,16,36
EnglishAmerican_WS,EnglishAmericanWS_Marchman_Norming_data.csv,Marchman,Marchman_Norming_English (American)_WS,English (American),WS,WS,CC-BY,Larry Fenson (San Diego State University),"Fenson, L., Marchman, V. A., Thal, D., Dale, P., Reznick, J. S. & Bates, E. (2007). MacArthur-Bates Communicative Development Inventories: User's Guide and Technical Manual. 2nd Edition. Baltimore, MD: Brookes Publishing.",FALSE,16,30
EnglishAmerican_WS,EnglishAmericanWS_Marchman_Wisconsin_data.csv,Marchman,Marchman_Wisconsin_English (American)_WS,English (American),WS,WS,CC-BY,Virginia Marchman (Stanford University),,FALSE,16,30
EnglishAmerican_WS,EnglishAmericanWS_Marchman_Dallas_data.csv,Marchman,Marchman_Dallas_English (American)_WS,English (American),WS,WS,CC-BY,Virginia Marchman (Stanford University),,FALSE,16,30
EnglishAmerican_WS,EnglishAmericanWS_Marchman_Dallas_Bilingual_data.csv,Marchman,Marchman Dallas Bilingual,English (American),WS,WS,CC-BY,Virginia Marchman (Stanford University),"Marchman, V. A., Martínez-Sussmann, C., & Dale, P. S. (2004). The language-specific nature of grammatical development: Evidence from bilingual language learners. Developmental Science, 7(2), 212–224.",FALSE,16,30
EnglishAmerican_WS,EnglishAmericanWS_Smith_electronic_data.csv,Smith,Smith_electronic_English (American)_WS,English (American),WS,WS,CC-BY,Linda Smith (Indiana University),,FALSE,16,30
SpanishMexican_WS,SpanishMexicanWS_Marchman_Norming_data.csv,Marchman,Marchman_Norming_Spanish (Mexican)_WS,Spanish (Mexican),WS,WS,CC-BY,Donna Jackson-Maldonado (Universidad Autónoma de Querétaro),"Jackson-Maldonado, D., Thal, D., Marchman, V., Newton, T., Fenson, L, & Conboy, B. (2003). MacArthur Inventarios del Desarrollo de Habilidades Comunicativas. User's Guide and Technical Manual. Brookes, Baltimore.",FALSE,16,30
Norwegian_WS,NorwegianWS_Kristoffersen_data.csv,Kristoffersen,Kristoffersen__Norwegian_WS,Norwegian,WS,WS,CC-BY,Hanne Simonsen and Kristian Kristoffersen (University of Oslo),"Simonsen, H. G., Kristoffersen, K. E., Bleses, D., Wehberg, S., & Jørgensen, R. N. (2014). The Norwegian Communicative Development Inventories: Reliability, main developmental trends and gender differences. First Language, 34(1), 3–23. DOI: 10.1177/0142723713510997",FALSE,16,36
Norwegian_WG,NorwegianWG_Kristoffersen_data.csv,Kristoffersen,Kristoffersen__Norwegian_WG,Norwegian,WG,WG,CC-BY,Hanne Simonsen and Kristian Kristoffersen (University of Oslo),"Simonsen, H. G., Kristoffersen, K. E., Bleses, D., Wehberg, S., & Jørgensen, R. N. (2014). The Norwegian Communicative Development Inventories: Reliability, main developmental trends and gender differences. First Language, 34(1), 3–23. DOI: 10.1177/0142723713510997",FALSE,8,20
EnglishBritish_Oxford,EnglishBritishOxford_Floccia_crosssectional_data.csv,Floccia,Floccia_Cross-sectional_English (British)_Oxford CDI,English (British),Oxford CDI,WG,CC-BY,Caroline Floccia (Plymouth University),"Floccia, C. (2017). Data collected with the Oxford CDI over a course of 5 years in Plymouth Babylab, UK. With the permission of Plunkett, K. and the Oxford CDI from Hamilton, A., Plunkett, K., & Schafer, G., (2000). Infant vocabulary development assessed with a British Communicative Development Inventory: Lower scores in the UK than the USA. Journal of Child Language, 27, 689–705.",FALSE,12,25
EnglishIrish_WS,EnglishIrishWS_OToole_data.csv,OToole,OToole_English_Irish_Bilingual_WS,English (Irish),WS,WS,CC-BY,Ciara O'Toole (University College Cork),"O’Toole, C., Gatt, D., Hickey, T. M., Miękisz, A., Haman, E., Armon-Lotem, S., Rinker, T., Ohana, O., dos Santos C., & Kern, S. (2017) Parent report of early lexical production in bilingual children: A cross-linguistic CDI comparison. International Journal of Bilingual Education and Bilingualism, 20:2, 124–145, DOI: 10.1080/13670050.2016.1179258",FALSE,16,36
Irish_WS,IrishWS_OToole_data.csv,OToole,OToole_English_Irish_Bilingual_WS,Irish,WS,WS,CC-BY,Ciara O'Toole (University College Cork),"O’Toole, C., Gatt, D., Hickey, T. M., Miękisz, A., Haman, E., Armon-Lotem, S., Rinker, T., Ohana, O., dos Santos C., & Kern, S. (2017) Parent report of early lexical production in bilingual children: A cross-linguistic CDI comparison. International Journal of Bilingual Education and Bilingualism, 20:2, 124–145, DOI: 10.1080/13670050.2016.1179258",FALSE,16,36
EnglishAmerican_WS,EnglishAmericanWS_Hoff_R01_data.csv,Hoff,Hoff_English_Mexican_Bilingual,English (American),WS,WS,CC-BY,Erika Hoff (Florida Atlantic University),"Hoff, E., Quinn, J. M., & Giguere, D. (2018). What explains the correlation between growth in vocabulary and grammar? New evidence from latent change score analyses of simultaneous bilingual development. Developmental Science, 21(2), e12536.",TRUE,16,30
SpanishMexican_WS,SpanishMexicanWS_Hoff_R01_data.csv,Hoff,Hoff_English_Mexican_Bilingual,Spanish (Mexican),WS,WS,CC-BY,Erika Hoff (Florida Atlantic University),"Hoff, E., Quinn, J. M., & Giguere, D. (2018). What explains the correlation between growth in vocabulary and grammar? New evidence from latent change score analyses of simultaneous bilingual development. Developmental Science, 21(2), e12536.",TRUE,16,30
EnglishAmerican_WS,EnglishAmericanWS_Armon-Lotem_data.csv,Armon-Lotem,Armon-Lotem_Hebrew_English_Bilingual,English (American),WS,WS,CC-BY,Sharon Armon-Lotem (Bar-Ilan University),"Armon-Lotem, S. & Ohana, O. (2017). A CDI study of bilingual English-Hebrew children: Frequency of exposure as a major source of variation. International Journal of Bilingual Education and Bilingualism, 20(2), 201–217.",TRUE,16,30
Hebrew_WS,HebrewWS_Armon-Lotem_data.csv,Armon-Lotem,Armon-Lotem_Hebrew_English_Bilingual,Hebrew,WS,WS,CC-BY,Sharon Armon-Lotem (Bar-Ilan University),"Armon-Lotem, S. & Ohana, O. (2017). A CDI study of bilingual English-Hebrew children: Frequency of exposure as a major source of variation. International Journal of Bilingual Education and Bilingualism, 20(2), 201–217.",TRUE,25,36
Finnish_WS,FinnishWS_Stolt_data.csv,Stolt,Stolt_Stolt_Finnish_WS,Finnish,WS,WS,CC-BY,Suvi Stolt (University of Helsinki),"Stolt, S. & Vehkavuori, S-M. (2018). Sanaseula: Finnish short form versions of the MacArthur Communicative Development Inventories. Jyväskylä: Niilo Mäki Instituutti.",TRUE,16,36
Dutch_Swingley,DutchSwingley_Story2_data.csv,Bergmann,Bergmann_Story2_Dutch_Swingley,Dutch,Swingley,WG,CC-BY,Christina Bergmann (Max Planck Institute for Psycholinguistics),"Bergmann, C, Hendriks, C, de Bruin, Y, Egger, J, Fikkert, P, Hahn, L, Hunnius, S, Johnson, E, Junge, C, Levelt, C, Rulkens-Dijkstra, N, Swingley, D, Ward, E, & Rowland, C. MB-CDI Dutch Pre-Norming Corpus. ",TRUE,8,36
Dutch_Swingley,DutchSwingley_Story3_data.csv,Bergmann,Bergmann_Story3_Dutch_Swingley,Dutch,Swingley,WG,CC-BY,Christina Bergmann (Max Planck Institute for Psycholinguistics),"Bergmann, C, Hendriks, C, de Bruin, Y, Egger, J, Fikkert, P, Hahn, L, Hunnius, S, Johnson, E, Junge, C, Levelt, C, Rulkens-Dijkstra, N, Swingley, D, Ward, E, & Rowland, C. MB-CDI Dutch Pre-Norming Corpus. ",TRUE,8,36
Dutch_Swingley,DutchSwingley_Story4_data.csv,Bergmann,Bergmann_Story4_Dutch_Swingley,Dutch,Swingley,WG,CC-BY,Christina Bergmann (Max Planck Institute for Psycholinguistics),"Bergmann, C, Hendriks, C, de Bruin, Y, Egger, J, Fikkert, P, Hahn, L, Hunnius, S, Johnson, E, Junge, C, Levelt, C, Rulkens-Dijkstra, N, Swingley, D, Ward, E, & Rowland, C. MB-CDI Dutch Pre-Norming Corpus. ",TRUE,8,36
Dutch_Swingley,DutchSwingley_Teach3_data.csv,Bergmann,Bergmann_Teach3_Dutch_Swingley,Dutch,Swingley,WG,CC-BY,Christina Bergmann (Max Planck Institute for Psycholinguistics),"Bergmann, C, Hendriks, C, de Bruin, Y, Egger, J, Fikkert, P, Hahn, L, Hunnius, S, Johnson, E, Junge, C, Levelt, C, Rulkens-Dijkstra, N, Swingley, D, Ward, E, & Rowland, C. MB-CDI Dutch Pre-Norming Corpus. ",TRUE,8,36
Dutch_Swingley,DutchSwingley_Xeno_data.csv,Bergmann,Bergmann_Xeno_Dutch_Swingley,Dutch,Swingley,WG,CC-BY,Christina Bergmann (Max Planck Institute for Psycholinguistics),"Bergmann, C, Hendriks, C, de Bruin, Y, Egger, J, Fikkert, P, Hahn, L, Hunnius, S, Johnson, E, Junge, C, Levelt, C, Rulkens-Dijkstra, N, Swingley, D, Ward, E, & Rowland, C. MB-CDI Dutch Pre-Norming Corpus. ",TRUE,8,36
Dutch_WS,DutchWS_BRC_data.csv,Bergmann,Bergmann_BRC_Dutch_WS,Dutch,WS,WS,CC-BY,Christina Bergmann (Max Planck Institute for Psycholinguistics),"Bergmann, C, Hendriks, C, de Bruin, Y, Egger, J, Fikkert, P, Hahn, L, Hunnius, S, Johnson, E, Junge, C, Levelt, C, Rulkens-Dijkstra, N, Swingley, D, Ward, E, & Rowland, C. MB-CDI Dutch Pre-Norming Corpus. ",TRUE,16,36
Dutch_WG,DutchWG_BRC_data.csv,Bergmann,Bergmann_BRC_Dutch_WG,Dutch,WG,WG,CC-BY,Christina Bergmann (Max Planck Institute for Psycholinguistics),"Bergmann, C, Hendriks, C, de Bruin, Y, Egger, J, Fikkert, P, Hahn, L, Hunnius, S, Johnson, E, Junge, C, Levelt, C, Rulkens-Dijkstra, N, Swingley, D, Ward, E, & Rowland, C. MB-CDI Dutch Pre-Norming Corpus. ",TRUE,8,18
Dutch_WG,DutchWG_Babylab_data.csv,Bergmann,Bergmann_Babylab_Dutch_WG,Dutch,WG,WG,CC-BY,Christina Bergmann (Max Planck Institute for Psycholinguistics),"Bergmann, C, Hendriks, C, de Bruin, Y, Egger, J, Fikkert, P, Hahn, L, Hunnius, S, Johnson, E, Junge, C, Levelt, C, Rulkens-Dijkstra, N, Swingley, D, Ward, E, & Rowland, C. MB-CDI Dutch Pre-Norming Corpus. ",TRUE,8,18
Dutch_Form1,DutchForm1_BRC_data.csv,Bergmann,Bergmann_BRC_Dutch_FormOne,Dutch,Form 1,WG,CC-BY,Christina Bergmann (Max Planck Institute for Psycholinguistics),"Bergmann, C, Hendriks, C, de Bruin, Y, Egger, J, Fikkert, P, Hahn, L, Hunnius, S, Johnson, E, Junge, C, Levelt, C, Rulkens-Dijkstra, N, Swingley, D, Ward, E, & Rowland, C. MB-CDI Dutch Pre-Norming Corpus. ",TRUE,8,18
Dutch_Form1,DutchForm1_Babylab_data.csv,Bergmann,Bergmann_Babylab_Dutch_FormOne,Dutch,Form 1,WG,CC-BY,Christina Bergmann (Max Planck Institute for Psycholinguistics),"Bergmann, C, Hendriks, C, de Bruin, Y, Egger, J, Fikkert, P, Hahn, L, Hunnius, S, Johnson, E, Junge, C, Levelt, C, Rulkens-Dijkstra, N, Swingley, D, Ward, E, & Rowland, C. MB-CDI Dutch Pre-Norming Corpus. ",TRUE,8,18
Dutch_Form2A,DutchForm2A_BRC_data.csv,Bergmann,Bergmann_BRC_Dutch_FormTwoA,Dutch,Form 2A,WG,CC-BY,Christina Bergmann (Max Planck Institute for Psycholinguistics),"Bergmann, C, Hendriks, C, de Bruin, Y, Egger, J, Fikkert, P, Hahn, L, Hunnius, S, Johnson, E, Junge, C, Levelt, C, Rulkens-Dijkstra, N, Swingley, D, Ward, E, & Rowland, C. MB-CDI Dutch Pre-Norming Corpus. ",TRUE,8,36
Dutch_Form2A,DutchForm2A_Babylab_data.csv,Bergmann,Bergmann_Babylab_Dutch_FormTwoA,Dutch,Form 2A,WG,CC-BY,Christina Bergmann (Max Planck Institute for Psycholinguistics),"Bergmann, C, Hendriks, C, de Bruin, Y, Egger, J, Fikkert, P, Hahn, L, Hunnius, S, Johnson, E, Junge, C, Levelt, C, Rulkens-Dijkstra, N, Swingley, D, Ward, E, & Rowland, C. MB-CDI Dutch Pre-Norming Corpus. ",TRUE,8,36
Dutch_Form2B,DutchForm2B_BRC_data.csv,Bergmann,Bergmann_BRC_Dutch_FormTwoB,Dutch,Form 2B,WG,CC-BY,Christina Bergmann (Max Planck Institute for Psycholinguistics),"Bergmann, C, Hendriks, C, de Bruin, Y, Egger, J, Fikkert, P, Hahn, L, Hunnius, S, Johnson, E, Junge, C, Levelt, C, Rulkens-Dijkstra, N, Swingley, D, Ward, E, & Rowland, C. MB-CDI Dutch Pre-Norming Corpus. ",TRUE,16,36
Dutch_Form2B,DutchForm2B_Babylab_data.csv,Bergmann,Bergmann_Babylab_Dutch_FormTwoB,Dutch,Form 2B,WG,CC-BY,Christina Bergmann (Max Planck Institute for Psycholinguistics),"Bergmann, C, Hendriks, C, de Bruin, Y, Egger, J, Fikkert, P, Hahn, L, Hunnius, S, Johnson, E, Junge, C, Levelt, C, Rulkens-Dijkstra, N, Swingley, D, Ward, E, & Rowland, C. MB-CDI Dutch Pre-Norming Corpus. ",TRUE,16,36
Dutch_Form3,DutchForm3_BRC_data.csv,Bergmann,Bergmann_BRC_Dutch_FormThree,Dutch,Form 3,WS,CC-BY,Christina Bergmann (Max Planck Institute for Psycholinguistics),"Bergmann, C, Hendriks, C, de Bruin, Y, Egger, J, Fikkert, P, Hahn, L, Hunnius, S, Johnson, E, Junge, C, Levelt, C, Rulkens-Dijkstra, N, Swingley, D, Ward, E, & Rowland, C. MB-CDI Dutch Pre-Norming Corpus. ",TRUE,16,36
Hungarian_WS,HungarianWS_Kas_data.csv,Kas,Kas__Hungarian_WS,Hungarian,WS,WS,CC-BY,Bence Kas (Eötvös Loránd University),"Kas, B., Lőrik, J., Sz. Vékony, A., K. Kasziba, H. (2010). A korai nyelvi fejlődés új vizsgálóeszköze, a MacArthur-Bates Kommunikatív Fejlődési Adattár (KOFA) bemutatása és validitási vizsgálata. Gyógypedagógiai Szemle, 38, 114–125. http://www.epa.hu/03000/03047/00049/pdf/EPA03047_gyosze_2010_2_114-125.pdf",TRUE,12,30
SpanishArgentinian_WS,SpanishArgentinianWS_Resches_data.csv,Resches,Resches_Resches_Spanish (Argentinian)_WS,Spanish (Argentinian),WS,WS,CC-BY,Mariela Resches (National Scientific and Technical Research Council (CONICET)),"Resches, M., Querejeta, M., Kohan Cortada, A., & Laguens, A. (2021). Adaptación y normativización del Inventario del Desarrollo Comunicativo MacArthur-Bates (CDI-Forma II) al español rioplatense [Adaptation and standardization of the MacArthur-Bates Communicative Development Inventory (CDI-Form II) to River Plate Spanish]. Revista Iberoamericana de Psicología; 14(3), 107–120. DOI: 10.33881/2027-1786.rip.14310",TRUE,16,36
ASL_CDI2,ASLCDI2_Caselli_data.csv,Caselli,Caselli_Caselli_American Sign Language_CDITwo,American Sign Language,CDI 2,WG,CC-BY,Naomi Caselli (Boston University),"Caselli, N., Lieberman, A., Pyers, J. (2020). The ASL-CDI 2.0: An updated, normed adaptation of the MacArthur Bates Communicative Development Inventory for American Sign Language. Behavior Research Methods.",TRUE,8,36
SpanishChilean_WG,SpanishChileanWG_Navarro_Pilot_data.csv,Navarro,Navarro_Pilot_Spanish (Chilean)_WG,Spanish (Chilean),WG,WG,CC-BY,Sergio Muñoz Navarro and Luis Leonardo Cepeda Guíñez (Universidad de La Frontera),,TRUE,8,15
SpanishPeruvian_WG,SpanishPeruvianWG_Blume_data.csv,Blume,Blume_Blume_Spanish (Peruvian)_WG,Spanish (Peruvian),WG,WG,CC-BY-NC,María Blume del Río (Pontificia Universidad Católica del Perú),"Blume, M., Fernández-Flecha, M., Junyent, A., & Tijero, T. (2019). Proceso de adaptación de los Inventarios de Desarrollo Comunicativo MacArthur-Bates al castellano estándar del Perú [Adaptation process of the MacArthur-Bates Communicative Development Inventories to Standard Peruvian Spanish]. Lexis, 43(2): 369–420. DOI: 10.18800/lexis.201902.003",TRUE,8,15
SpanishPeruvian_WS,SpanishPeruvianWS_Blume_data.csv,Blume,Blume_Blume_Spanish (Peruvian)_WS,Spanish (Peruvian),WS,WS,CC-BY-NC,María Blume del Río (Pontificia Universidad Católica del Perú),"Blume, M., Fernández-Flecha, M., Junyent, A., & Tijero, T. (2019). Proceso de adaptación de los Inventarios de Desarrollo Comunicativo MacArthur-Bates al castellano estándar del Perú [Adaptation process of the MacArthur-Bates Communicative Development Inventories to Standard Peruvian Spanish]. Lexis, 43(2): 369–420. DOI: 10.18800/lexis.201902.003",TRUE,16,36
Cantonese_WS,CantoneseWS_Nazzi_data.csv,Nazzi,Nazzi__Cantonese_WS,Cantonese,WS,WS,CC-BY,Thierry Nazzi (Université Paris Cité),"Chen, H, Lee, D. T., Luo, Z., Lai, R. Y., Cheung, H., & Nazzi, T. (2021). Variation in phonological bias: Bias for vowels, rather than consonants or tones in lexical processing by Cantonese-learning toddlers. Cognition, 213: 104486. ",FALSE,16,30
Persian_WS,PersianWS_Kazemi_data.csv,Kazemi,Kazemi__Persian_WS,Persian,WS,WS,CC-BY,Yalda Kazemi (Isfahan University of Medical Sciences),"Kazemi, Y., Afsharian, E., Mirzaei, B., Baghbani, M., Sademinejad, M., & Gheleyempour, L. (2007). Children's communication checklist: The study of persian children. Iranian Journal of Research in Rehabilitation Sciences, 2(3), 1-–5.",FALSE,16,36
Persian_WG,PersianWG_Kazemi_data.csv,Kazemi,Kazemi__Persian_WG,Persian,WG,WG,CC-BY,Yalda Kazemi (Isfahan University of Medical Sciences),"Kazemi, Y., Afsharian, E., Mirzaei, B., Baghbani, M., Sademinejad, M., & Gheleyempour, L. (2007). Children's communication checklist: The study of persian children. Iranian Journal of Research in Rehabilitation Sciences, 2(3), 1-–5.",FALSE,8,16
EnglishAmerican_WG,EnglishAmericanWG_Edgin_data.csv,Edgin,Edgin__English (American)_WG,English (American),WG,WG,CC-BY,Jamie Edgin (University of Arizona),"Edgin, J. O., Tooley, U., Demara, B., Nyhuis, C., Anand, P., & Spanò, G. (2015). Sleep disturbance and expressive language development in preschool‐age children with Down syndrome. Child Development, 86(6), 1984–1998.",TRUE,8,18
EnglishAmerican_WS,EnglishAmericanWS_Edgin_data.csv,Edgin,Edgin__English (American)_WS,English (American),WS,WS,CC-BY,Jamie Edgin (University of Arizona),"Edgin, J. O., Tooley, U., Demara, B., Nyhuis, C., Anand, P., & Spanò, G. (2015). Sleep disturbance and expressive language development in preschool‐age children with Down syndrome. Child Development, 86(6), 1984–1998.",TRUE,16,30
Finnish_WSShort,FinnishWSShort_Stolt_data.csv,Stolt,Stolt__Finnish_WSShort,Finnish,WS Short,WS,CC-BY,Suvi Stolt (University of Helsinki),"Stolt, S. & Vehkavuori, S-M. (2018). Sanaseula: Finnish short form versions of the MacArthur Communicative Development Inventories. Jyväskylä: Niilo Mäki Instituutti.",TRUE,16,36
EnglishAmerican_WGShort,EnglishAmericanWGShort_Walle_data.csv,Walle,Walle__English (American)_WGShort,English (American),WG Short,WG,CC-BY,Eric Walle (University of California (Merced),"Walle, E. A. & Campos, J. J. (2014). Infant language development is related to the acquisition of walking. Developmental Psychology, 50, 336–348.",TRUE,8,18
EnglishAmerican_WSShort,EnglishAmericanWSShort_Walle_data.csv,Walle,Walle__English (American)_WSShort,English (American),WS Short,WS,CC-BY,Eric Walle (University of California (Merced),"Walle, E. A. & Campos, J. J. (2014). Infant language development is related to the acquisition of walking. Developmental Psychology, 50, 336–348.",TRUE,16,36
EnglishBritish_OxfordShort,EnglishBritishOxfordShort_Floccia_data.csv,Floccia,Floccia__English (British)_OxfordShort,English (British),Oxford Short,WG,CC-BY,Caroline Floccia (University of Plymouth),"Floccia, C., Sambrook, T. D., Luche, C. D., Kwok, R., Goslin, J., White, L., Cattani, A., Sullivan, E., Abbot-Smith, K., Krott, A., Mills, D., Rowland, C., Gervain, J., Plunkett, K., Hoff, E., & Bauer, P. J. (2018). Vocabulary of 2-year-olds learning English and an additional language: Norms and effects of linguistic distance. Monographs for the Society for Research in Child Development, 83(1), 1–235. DOI: 10.1111/mono.12352",TRUE,12,25
EnglishAmerican_WG,EnglishAmericanWG_Marchman_Norming2_data.csv,Marchman,Marchman_Norming2_English (American)_WG,English (American),WG,WG,CC-BY,The MacArthur-Bates CDI Advisory Board,"Marchman, V. A., Dale, P. S., & Fenson, L. (2023). The MacArthur-Bates Communicative Development Inventories: User's Guide and Technical Manual (3rd Edition). Baltimore, MD: Brookes Publishing. ",FALSE,8,18
EnglishAmerican_WS,EnglishAmericanWS_Marchman_Norming2_data.csv,Marchman,Marchman_Norming2_English (American)_WS,English (American),WS,WS,CC-BY,The MacArthur-Bates CDI Advisory Board,"Marchman, V. A., Dale, P. S., & Fenson, L. (2023). The MacArthur-Bates Communicative Development Inventories: User's Guide and Technical Manual (3rd Edition). Baltimore, MD: Brookes Publishing. ",FALSE,16,30
EnglishAmerican_WS,EnglishAmericanWS_Thal_16_data.csv,Thal,Thal,English (American),WS,WS,CC-BY,Donna Thal (San Diego State University),"Thal, D. J., Marchman, V. A. & Tomblin, J. B. (2013). Late talking toddlers: Characterization and prediction of continued delay. In L. Rescorla & P. Dale (Eds.). Late Talkers: Language Development, Interventions, and Outcomes. Baltimore, MD: Brookes Publishing.",TRUE,16,30
EnglishAmerican_WG,EnglishAmericanWG_Thal_13_data.csv,Thal,Thal,English (American),WG,WG,CC-BY,Donna Thal (San Diego State University),"Thal, D. J., Marchman, V. A. & Tomblin, J. B. (2013). Late talking toddlers: Characterization and prediction of continued delay. In L. Rescorla & P. Dale (Eds.). Late Talkers: Language Development, Interventions, and Outcomes. Baltimore, MD: Brookes Publishing.",TRUE,8,18
EnglishAmerican_WS,EnglishAmericanWS_Hoff_HDPM_data.csv,Hoff,Hoff_English_Mexican_Bilingual,English (American),WS,WS,CC-BY,Erika Hoff (Florida Atlantic University),"Hoff, E., Core, C., Place, S., Rumiche, R., Señor, M., & Parra, M. (2012). Dual language exposure and early bilingual development. Journal of Child Language, 39(1), 1–27.",TRUE,16,30
SpanishMexican_WS,SpanishMexicanWS_Hoff_HDPM_data.csv,Hoff,Hoff_English_Mexican_Bilingual,Spanish (Mexican),WS,WS,CC-BY,Erika Hoff (Florida Atlantic University),"Hoff, E., Core, C., Place, S., Rumiche, R., Señor, M., & Parra, M. (2012). Dual language exposure and early bilingual development. Journal of Child Language, 39(1), 1–27.",TRUE,16,30
ArabicSaudi_WG,ArabicSaudiWG_Alroqi_data.csv,Alroqi,Alroqi__Arabic (Saudi)_WG,Arabic (Saudi),WG,WG,CC-BY,"Haifa Alroqi (King Abdulaziz University), Alaa Almohammadi (King Abdulaziz University), Khadeejah Alaslani (Purdue University)",,FALSE,8,18
FrenchFrench_WS,FrenchFrenchWS_Tsuji_data.csv,Tsuji,Tsuji__French (French)_WS,French (French),WS,WS,CC-BY,"Sho Tsuji (International Research Center for Neurointelligence, The University of Tokyo)","Babineau, M., de Carvalho, A., Fievet, A., Crimon, C., and Tsuji, S. (unpublished).​",TRUE,16,30
FrenchFrench_WS,FrenchFrenchWS_TsujiLabvanced_data.csv,Tsuji,Tsuji_Labvanced_French (French)_WS,French (French),WS,WS,CC-BY,"Sho Tsuji (International Research Center for Neurointelligence, The University of Tokyo)","Babineau, M., de Carvalho, A., Fievet, A., Crimon, C., and Tsuji, S. (unpublished).​",TRUE,16,30
FrenchFrench_WG,FrenchFrenchWG_Tsuji_data.csv,Tsuji,Tsuji__French (French)_WG,French (French),WG,WG,CC-BY,"Sho Tsuji (International Research Center for Neurointelligence, The University of Tokyo)","Babineau, M., de Carvalho, A., Fievet, A., Crimon, C., and Tsuji, S. (unpublished).​",TRUE,8,16
Estonian_WS,EstonianWS_Urm_data.csv,Urm,Urm__Estonian_WS,Estonian,WS,WS,CC-BY,Ada Urm (University of Tartu),"Tulviste, T. (2007). Variation in vocabulary development among Estonian children as a function of child’s gender, birth order, child-care, and parental education. In M Eriksson (Ed.), Proceedings from the First European Network Meeting on the Communicative Development Inventories (pp. 16–21). Gävle, Sweden: University of Gävle.",TRUE,16,36
Catalan_WS,CatalanWS_Serrat_data.csv,Serrat,Serrat__Catalan_WS,Catalan,WS,WS,CC-BY,Elisabet Serrat Sellabona (Universitat de Girona),"Serrat Sellabona, E. (2022). Inventaris del desenvolupament d'habilitats comunicatives MacArthur-Bates en català : guia d'ús i manual tècnic ",TRUE,16,36
Korean_WS,KoreanWS_Chosun_data.csv,Chosun,Chosun__Korean_WS,Korean,WS,WS,CC-BY-NC,Eon-Suk Ko (Chosun University),"Jung, J., Chai, J., & Ko, E. (2023). The interplay of family socioeconomic status, parental engagement, and maternal employment on vocabulary development in Korean children. DOI: 10.31234/osf.io/depvx",TRUE,18,36
Korean_WGComp,KoreanWGComp_Chosun_data.csv,Chosun,Chosun__Korean_WGComp,Korean,WG Comp,WG,CC-BY-NC,Eon-Suk Ko (Chosun University),"Jung, J., Chai, J., & Ko, E. (2023). The interplay of family socioeconomic status, parental engagement, and maternal employment on vocabulary development in Korean children. DOI: 10.31234/osf.io/depvx",TRUE,8,16
