itemID,definition,category,item,type,choices,gloss,uni_lemma
item_393,turka,action_words,i_18_51,word,understands; produces,dry (action),dry (action)
item_394,vaska,action_words,i_18_52,word,understands; produces,wash,wash
item_395,vísa,action_words,i_18_53,word,understands; produces,show,show
item_396,bangin,descriptive_words,i_19_1,word,understands; produces,afraid,afraid
item_397,blátt,descriptive_words,i_19_2,word,understands; produces,blue,blue
item_398,bleytt,descriptive_words,i_19_3,word,understands; produces,soft,soft
item_399,blíð/ur,descriptive_words,i_19_4,word,understands; produces,gentle,gentle
item_400,brotið,descriptive_words,i_19_5,word,understands; produces,broken,broken
item_401,býtt/ur,descriptive_words,i_19_6,word,understands; produces,silly,silly
item_402,cool,descriptive_words,i_19_7,word,understands; produces,cool,cool (description)
item_403,fitt,descriptive_words,i_19_8,word,understands; produces,fit,fit
item_404,fínt,descriptive_words,i_19_9,word,understands; produces,fine,fine
item_405,gamalt,descriptive_words,i_19_10,word,understands; produces,old,old
item_406,glað/ur,descriptive_words,i_19_11,word,understands; produces,happy,happy
item_407,gott,descriptive_words,i_19_12,word,understands; produces,good,good
item_408,hart,descriptive_words,i_19_13,word,understands; produces,hard,hard
item_409,heitt,descriptive_words,i_19_14,word,understands; produces,hot,hot
item_410,ill/ur,descriptive_words,i_19_15,word,understands; produces,angry,angry
item_411,ilt,descriptive_words,i_19_16,word,understands; produces,pain,pain
item_412,kalt,descriptive_words,i_19_17,word,understands; produces,cold,cold
item_413,lin/ur,descriptive_words,i_19_18,word,understands; produces,soft,soft
item_414,lítið,descriptive_words,i_19_19,word,understands; produces,little,little
item_415,móð/ur,descriptive_words,i_19_20,word,understands; produces,tired,tired
item_416,myrkt,descriptive_words,i_19_21,word,understands; produces,dark,dark
item_417,ólekkurt,descriptive_words,i_19_22,word,understands; produces,nasty,nasty
item_418,pent,descriptive_words,i_19_23,word,understands; produces,nice,nice
item_419,reint,descriptive_words,i_19_24,word,understands; produces,clean (description),clean (description)
item_420,reytt,descriptive_words,i_19_25,word,understands; produces,red,red
item_421,sjúk/ur,descriptive_words,i_19_26,word,understands; produces,ill,sick
item_422,skitið,descriptive_words,i_19_27,word,understands; produces,dirty,dirty
item_423,skjótt,descriptive_words,i_19_28,word,understands; produces,fast,fast
item_424,stórt,descriptive_words,i_19_29,word,understands; produces,big,big
item_425,svong/svangur,descriptive_words,i_19_30,word,understands; produces,hungry,hungry
item_426,søtt,descriptive_words,i_19_31,word,understands; produces,sweet,sweet
item_427,tómt,descriptive_words,i_19_32,word,understands; produces,empty,empty
item_428,troytt/ur,descriptive_words,i_19_33,word,understands; produces,tired,tired
item_429,turt,descriptive_words,i_19_34,word,understands; produces,dry (description),dry (description)
item_430,tyst,descriptive_words,i_19_35,word,understands; produces,thirsty,thirsty
item_431,vátt,descriptive_words,i_19_36,word,understands; produces,wet,wet
item_432,vekk,descriptive_words,i_19_37,word,understands; produces,away/gone,gone
item_433,dagur,time_words,i_20_1,word,understands; produces,day,day
item_434,í dag,time_words,i_20_2,word,understands; produces,today,today
item_435,í kvøld,time_words,i_20_3,word,understands; produces,tonight,tonight
item_436,í morgin,time_words,i_20_4,word,understands; produces,this morning,this morning
item_437,morgun,time_words,i_20_5,word,understands; produces,morning,morning
item_438,nátt,time_words,i_20_6,word,understands; produces,night,night
item_439,nú,time_words,i_20_7,word,understands; produces,now,now
item_440,seinni,time_words,i_20_8,word,understands; produces,later,later
item_441,um eina løtu,time_words,i_20_9,word,understands; produces,in a moment,soon
item_442,eg,pronouns,i_21_1,word,understands; produces,I (nom),1SG
item_443,handan,pronouns,i_21_2,word,understands; produces,that,that
item_444,hann,pronouns,i_21_3,word,understands; produces,he (nom/acc),3SG
item_445,hatta,pronouns,i_21_4,word,understands; produces,that,that
item_446,hendan,pronouns,i_21_5,word,understands; produces,this,this
item_447,hetta,pronouns,i_21_6,word,understands; produces,this,this
item_448,hon,pronouns,i_21_7,word,understands; produces,she (nom),3SG
item_449,meg/mær,pronouns,i_21_8,word,understands; produces,me (acc/dat),1SG
item_450,mín/mítt,pronouns,i_21_9,word,understands; produces,my (gen),1SG.POSS
item_451,tað,pronouns,i_21_10,word,understands; produces,it (nom/acc),3SG
item_452,tann,pronouns,i_21_11,word,understands; produces,that,that
item_453,teg/tær,pronouns,i_21_12,word,understands; produces,you (acc/dat),2SG
item_454,tín/títt,pronouns,i_21_13,word,understands; produces,your (gen),2SG.POSS
item_455,tú,pronouns,i_21_14,word,understands; produces,you (nom),2SG
item_456,ha?,question_words,i_22_1,word,understands; produces,huh?,
item_457,hvar,question_words,i_22_2,word,understands; produces,where (question),where (question)
item_458,hvat,question_words,i_22_3,word,understands; produces,what,what
item_459,hví,question_words,i_22_4,word,understands; produces,why,why
item_460,hvussu,question_words,i_22_5,word,understands; produces,how,how
item_461,hvør,question_words,i_22_6,word,understands; produces,who,who
item_462,nær,question_words,i_22_7,word,understands; produces,when (question),when (question)
item_463,aftanfyri,locations,i_23_1,word,understands; produces,behind,behind
item_464,av,locations,i_23_2,word,understands; produces,of,of
item_465,á,locations,i_23_3,word,understands; produces,on,on
item_466,har,locations,i_23_4,word,understands; produces,there,there
item_467,her,locations,i_23_5,word,understands; produces,here,here
item_468,hjá,locations,i_23_6,word,understands; produces,at,at
item_469,inn,locations,i_23_7,word,understands; produces,in,in
item_470,inni í,locations,i_23_8,word,understands; produces,inside,inside
item_471,í,locations,i_23_9,word,understands; produces,in,in
item_472,niður,locations,i_23_10,word,understands; produces,down,down
item_473,undir,locations,i_23_11,word,understands; produces,under,under
item_474,upp,locations,i_23_12,word,understands; produces,up,up
item_475,út,locations,i_23_13,word,understands; produces,out,out
item_476,við,locations,i_23_14,word,understands; produces,by,by
item_477,alt/øll,quantifiers,i_24_1,word,understands; produces,all/all,all
item_478,annað,quantifiers,i_24_2,word,understands; produces,other,other
item_479,ein annar/onnur,quantifiers,i_24_3,word,understands; produces,another,another
item_480,eingin,quantifiers,i_24_4,word,understands; produces,only,only
item_481,einki,quantifiers,i_24_5,word,understands; produces,none,none
item_482,eitt sindur,quantifiers,i_24_6,word,understands; produces,a little,a little
item_483,ikki,quantifiers,i_24_7,word,understands; produces,not,not
item_484,líka,quantifiers,i_24_8,word,understands; produces,too,too
item_485,meira,quantifiers,i_24_9,word,understands; produces,more,more
item_486,nakað,quantifiers,i_24_10,word,understands; produces,any/some,some
item_487,sama,quantifiers,i_24_11,word,understands; produces,same,same
item_488,soleiðis,quantifiers,i_24_12,word,understands; produces,so,so
item_489,"1.Strekkir armin fyri at vísa tær, hvat hon/hann hevur í hondini",NA,i_25_1,gestures_first,not yet; sometimes; often,Extends arms to show you what she/he has in her hand,
item_490,"2.Gevur tær eina leiku ella líknandi, sum hon/hann hevur í hondini",NA,i_25_2,gestures_first,not yet; sometimes; often,Gives you a game or something soothing that she/he has in her hand,
item_491,3.Peikar (við armi ella fremstafingri) at onkrum áhugaverdum luti ella hending,NA,i_25_3,gestures_first,not yet; sometimes; often,Pointing (with arm or forefinger) to some interesting things or things,
item_492,"4. Vinkar bei, bei av sær sjálvari/sjálvum, tá onkur fer avstað",NA,i_25_4,gestures_first,not yet; sometimes; often,Waves bye bye by himself/herself when someone leaves,
item_493,5. Rættir armarnar upp sum tekin um at vilja sleppa upp,NA,i_25_5,gestures_first,not yet; sometimes; often,Raises his arms as if he wants to jump up,
item_494,"6. Ristir við høvdinum fyri ""nei""",NA,i_25_6,gestures_first,not yet; sometimes; often,"Shaking your head for ""no""",
item_495,"7. Nikkar við høvdinum fyri ""ja""",NA,i_25_7,gestures_first,not yet; sometimes; often,"Nods the head for ""yes""",
item_496,"8. Vísir ""shhh"" við at halda fingurin fyri munnin",NA,i_25_8,gestures_first,not yet; sometimes; often,"Indicates ""shhh"" while holding your fingers to your mouth",
item_497,"9. Biður um okkurt, við at strekkja armin og lata hondina upp og aftur",NA,i_25_9,gestures_first,not yet; sometimes; often,Asks us to stretch our arms and raise our hands up and down again,
item_498,10. Sendir mussar,NA,i_25_10,gestures_first,not yet; sometimes; often,Sending kiss,
item_499,11. Smaskar fyri at vísa at okkurt smakkar væl,NA,i_25_11,gestures_first,not yet; sometimes; often,Smacks lips to indicate that it tastes bad,
item_500,"12. Yppir øksl ella vendir lógvarnar uppeftir fyri at vísa, at barnið ikki veit hvar okkurt er",NA,i_25_12,gestures_first,not yet; sometimes; often,Raises his arms or turns his arms upwards to indicate that the child does not know where we are,
item_501,1. Spælir bø (Goymir andlitið við hondunum og tekur so hendurnar burtur),NA,i_26_1,gestures_games,yes; no,Plays peekaboo (Hides face with hands and then takes hands away),
item_502,"2. Spælir ""mala hendan veg"" og aðrar sangir við fingra- og hondrørslum",NA,i_26_2,gestures_games,yes; no,"Plays ""mala hendan veg"" and other songs with finger and hand movements",
item_503,"3. Spælir ""hvussu stór/ur ert tú?""",NA,i_26_3,gestures_games,yes; no,"Plays ""how big are you?""",
item_504,"4. Spælir ""nú komi eg eftir tær""",NA,i_26_4,gestures_games,yes; no,"Plays ""now I'm coming for you""",
item_505,5. Syngur,NA,i_26_5,gestures_games,yes; no,Sings,
item_506,6. Dansar,NA,i_26_6,gestures_games,yes; no,Dances,
item_507,1. Etur við skeið ella gaffli,NA,i_27_1,gestures_objects,yes; no,Eats with a spoon or fork,
item_508,2. Drekkur úr koppi,NA,i_27_2,gestures_objects,yes; no,Drinks from a cup,
item_509,3. Greiðir sær hárið,NA,i_27_3,gestures_objects,yes; no,Combs hair,
item_510,4. Bustar tenn,NA,i_27_4,gestures_objects,yes; no,Brushes teeth,
item_511,5. Turkar sær um andlit ella hendur við lappa/handklæði,NA,i_27_5,gestures_objects,yes; no,Wipes face or hands with towel,
item_512,6. Letur seg í húgvu,NA,i_27_6,gestures_objects,yes; no,Puts on a hat,
item_513,7. Letur seg í skógvar ella sokkar,NA,i_27_7,gestures_objects,yes; no,Puts on socks or socks,
item_514,"8. Letur seg í hálsband, armband ella ur",NA,i_27_8,gestures_objects,yes; no,"Puts on a necklace, bracelet or watch",
item_515,9. Spælir at sova við at lata eyguni aftur og leggja hendurnar undir kjálkan,NA,i_27_9,gestures_objects,yes; no,Pretends to sleep by closing his eyes and putting his hands under his jaw,
item_516,10. Blæsir fyri at vísa at okkurt er heitt,NA,i_27_10,gestures_objects,yes; no,Blows to show that it is hot,
item_517,11. Heldur einum flogfari og vísir hvussu tað flýgur,NA,i_27_11,gestures_objects,yes; no,Holds an airplane and shows how it flies,
item_518,12. Spælir at tosa í telefon,NA,i_27_12,gestures_objects,yes; no,Pretends to talk on the phone,
item_519,13. Luktar blómur,NA,i_27_13,gestures_objects,yes; no,Smells flowers,
item_520,14. Skumpar leikubilar og spælir at teir koyra,NA,i_27_14,gestures_objects,yes; no,Pushes toy cars and plays with them driving,
item_521,15. Kastar bólt,NA,i_27_15,gestures_objects,yes; no,Throws a ball,
item_522,16. Spælir at oysa vætu úr einum ílati í annnað,NA,i_27_16,gestures_objects,yes; no,Pretends to pour liquid from one container to another,
item_523,17. Letur sum um tað er væta í koppum ella grýtum og rør við skeið í hesum,NA,i_27_17,gestures_objects,yes; no,Pretends there is liquid in cups or pots and stirs with a spoon,
item_524,"18. Ger sum um tað ""blaðar"" á einum Ipad ella telefon",NA,i_27_18,gestures_objects,yes; no,"Pretends to ""browse"" on an iPad or phone",
item_525,1. Leggur hana í song at sova,NA,i_28_1,gestures_parent,yes; no,Puts her to sleep,
item_526,2. Ballar hana við teppi,NA,i_28_2,gestures_parent,yes; no,Cuddles her with a blanket,
item_527,3. Gevur henni fløsku,NA,i_28_3,gestures_parent,yes; no,Gives her a bottle,
item_528,4. Gevur henni at eta við skeið,NA,i_28_4,gestures_parent,yes; no,Feeds her with a spoon,
item_529,5. Greiðir hárið,NA,i_28_5,gestures_parent,yes; no,Combs hair,
item_530,6. Kínur ella ropar henni,NA,i_28_6,gestures_parent,yes; no,Kisses or burps her,
item_531,7. Trillar hana í vogni ella dukkuvogni,NA,i_28_7,gestures_parent,yes; no,Pushes her in a stroller,
item_532,8. Ninar ella rurar henni,NA,i_28_8,gestures_parent,yes; no,Lulls to sleep,
item_533,9. Mussar ella klemmar hana,NA,i_28_9,gestures_parent,yes; no,Kisses or hugs her,
item_534,"10. Roynir at lata hana í húgvu, skógvar ella sokkar",NA,i_28_10,gestures_parent,yes; no,"Try to make her wear a hat, shoes or socks",
item_535,11. Turkar andlit ella hendur á henni,NA,i_28_11,gestures_parent,yes; no,Wipes her face or hands,
item_536,12. Tosar við dukkuna ella bamsuna,NA,i_28_12,gestures_parent,yes; no,Talks to doll or teddy bear,
item_537,13. Roynir at lata hana í blæu,NA,i_28_13,gestures_parent,yes; no,Tries to put her in a diaper,
item_538,1. Feiar við einum kusti,NA,i_29_1,gestures_adult,yes; no,Sweep with a broom,
item_539,2. Koyrir lykil í eitt lás,NA,i_29_2,gestures_adult,yes; no,Puts a key into one lock,
item_540,3. Smíðar við hamara ella líknandi,NA,i_29_3,gestures_adult,yes; no,Builds with hammers or similar,
item_541,4. Roynir at saga,NA,i_29_4,gestures_adult,yes; no,Tries to saw,
item_542,"5. ""Skrivar"" á teldu, telefon ella Ipad",NA,i_29_5,gestures_adult,yes; no,"""Writes"" on a computer, phone or iPad",
item_543,"6. ""Lesur""- letur bók upp og blaðar",NA,i_29_6,gestures_adult,yes; no,"""Reads"" - opens a book and turns pages",
item_544,7. Dustsýgur,NA,i_29_7,gestures_adult,yes; no,Vacuum cleaner,
item_545,8. Gevur blómum vatn,NA,i_29_8,gestures_adult,yes; no,Waters to flowers,
item_546,9. Spælir upp á ljóðføri (t.d. gittara ella klaver),NA,i_29_9,gestures_adult,yes; no,Plays an instrument (e.g. guitar or piano),
item_547,"10. ""Koyrir"" bil við at snara róður",NA,i_29_10,gestures_adult,yes; no,"""Drives"" a car by turning the steering wheel",
item_548,11. Vaskar upp,NA,i_29_11,gestures_adult,yes; no,Washes up,
item_549,12. Vaskar við lappa ella støvklúti,NA,i_29_12,gestures_adult,yes; no,Washes with towel or dust cloth,
item_550,13. Skrivar/teknar við blýanti ella penni,NA,i_29_13,gestures_adult,yes; no,Writes/draws with pencil or pen,
item_551,14. Grevur við spaka,NA,i_29_14,gestures_adult,yes; no,Digs with a shovel,
item_552,15. Letur seg í brillur,NA,i_29_15,gestures_adult,yes; no,Puts on glasses,
