itemID,category,item,definition,choices,type,gloss,uni_lemma
item_187,games_routines,ju sit ju sit,ju sit ju sit,produces,word,peekaboo,peekaboo
item_188,games_routines,ju'uk,ju'uk,produces,word,no,no
item_189,games_routines,yak,yak,produces,word,yes,yes
item_190,action_words,ya ka'iy — ka'iy — a'iy,ya ka'iy — ka'iy — a'iy,produces,word,perceive/experience,NA
item_191,action_words,ya kak' — kak' — ak',ya kak' — kak' — ak',produces,word,give,give
item_192,action_words,ya x'atinon — atinon — atin,ya x'atinon — atinon — atin,produces,word,bathe,bathe
item_193,action_words,ya xbenon — benon — ben,ya xbenon — benon — ben,produces,word,walk,walk
item_194,action_words,ya jboj — jboj — boj,ya jboj — jboj — boj,produces,word,cut,cut
item_195,action_words,ya jbuts' — jbuts' — buts',ya jbuts' — jbuts' — buts',produces,word,suck/kiss,suck
item_196,action_words,ya jch'i' — jch'i — ch'i,ya jch'i' — jch'i — ch'i,produces,word,rip,rip
item_197,action_words,ya kich' — kich' — ich',ya kich' — kich' — ich',produces,word,take/get/hold/receive,take
item_198,action_words,ya kil — kil — il,ya kil — kil — il,produces,word,see/read,see
item_199,action_words,ya xjajchon — jajchon — jajch,ya xjajchon — jajchon — jajch,produces,word,wake/get up,get up
item_200,action_words,ya jam — jam,ya jam — jam,produces,word,open,open (action)
item_201,action_words,ya jats — jats,ya jats — jats,produces,word,rip,rip
item_202,action_words,ya xjilon — jilon — jil,ya xjilon — jilon — jil,produces,word,stay,stay
item_203,action_words,ya jojk'an — jojk'an,ya jojk'an — jojk'an,produces,word,hang from handle/strap,hang
item_204,action_words,ya xjulon — julon — jul,ya xjulon — julon — jul,produces,word,arrive here,arrive
item_205,action_words,ya jk'abuy — jk'abuy — k'abu,ya jk'abuy — jk'abuy — k'abu,produces,word,look,look
item_206,action_words,ya jk'an — jk'an — k'an,ya jk'an — jk'an — k'an,produces,word,want/need,want
item_207,action_words,ya xk'o'on — k'o'on — k'o',ya xk'o'on — k'o'on — k'o',produces,word,arrive there,arrive
item_208,action_words,ya xko'on — ko'on — ko',ya xko'on — ko'on — ko',produces,word,descend,descend
item_209,action_words,ya jk'ux — jk'ux — k'ux,ya jk'ux — jk'ux — k'ux,produces,word,eat crunchy,eat
item_210,action_words,ya jkoltay — jkoltay — kolta,ya jkoltay — jkoltay — kolta,produces,word,help,help
item_211,action_words,ya jkuch — jkuch — kuch,ya jkuch — jkuch — kuch,produces,word,carry/hold on back/headstrap,carry
item_212,action_words,ya kuch' — kuch' — uch',ya kuch' — kuch' — uch',produces,word,drink (action),drink (action)
item_213,action_words,ya jkus — jkus — kus,ya jkus — jkus — kus,produces,word,wipe,wipe
item_214,action_words,ya jlap — jlap — lap,ya jlap — jlap — lap,produces,word,wear/put on,wear
item_215,action_words,ya jle —jle — le,ya jle —jle — le,produces,word,look for/search,look for
item_216,action_words,ya jlik — jlik — lik,ya jlik — jlik — lik,produces,word,lift and carry by handle/top,carry
item_217,action_words,ya jlo' — jlo' — lo',ya jlo' — jlo' — lo',produces,word,eat soft,eat
item_218,action_words,ya jlok' — jlok' — lok',ya jlok' — jlok' — lok',produces,word,leave/exit/take off/get off/take out/get out/photograph,go out
item_219,action_words,ya jman — jman — man,ya jman — jman — man,produces,word,buy,buy
item_220,action_words,ya jmil — jmil — mil,ya jmil — jmil — mil,produces,word,kill,NA
item_221,action_words,ya xmo'on — mo'on — mo',ya xmo'on — mo'on — mo',produces,word,climb/ascend,climb
item_222,action_words,ya jmulan — jmulan — mulan,ya jmulan — jmulan — mulan,produces,word,like,like
item_223,action_words,ya jna' — jna' — na',ya jna' — jna' — na',produces,word,know/remember/miss,know
item_224,action_words,ya jnuj — jnuj — nuj,ya jnuj — jnuj — nuj,produces,word,invert/make upside-down,NA
item_225,action_words,ya x'ochon — ochon — och,ya x'ochon — ochon — och,produces,word,enter/put in,enter
item_226,action_words,ya x'ok'on — ok'on — ok',ya x'ok'on — ok'on — ok',produces,word,cry,cry
item_227,action_words,ya jpas — jpas — pas,ya jpas — jpas — pas,produces,word,do/make,do
item_228,action_words,ya jpet — jpet — pet,ya jpet — jpet — pet,produces,word,carry/hold in arms,carry
item_229,action_words,ya jpoch' — jpoch' — poch',ya jpoch' — jpoch' — poch',produces,word,peel (action),peel
item_230,action_words,ya jsap — jsap — sap,ya jsap — jsap — sap,produces,word,wash,wash
item_231,action_words,ya jset' — jset' — set',ya jset' — jset' — set',produces,word,cut soft,cut
item_232,action_words,ya sujton — sujton — sujt,ya sujton — sujton — sujt,produces,word,return/turn around,return
item_233,action_words,ya xtajinon — tajinon — tajin,ya xtajinon — tajinon — tajin,produces,word,play,play
item_234,action_words,ya xtalon — talon — tal,ya xtalon — talon — tal,produces,word,come,come
item_235,action_words,ya jti' — jti' — ti',ya jti' — jti' — ti',produces,word,eat meat/bite,eat
item_236,action_words,ya jtij — jtij — tij,ya jtij — jtij — tij,produces,word,drive/ride/roll,drive
item_237,action_words,ya jtoch — jtoch — toch,ya jtoch — jtoch — toch,produces,word,detach/break off,detach
item_238,action_words,ya jtop' — jtop' — top',ya jtop' — jtop' — top',produces,word,break brittle,break
item_239,action_words,ya jtsak — jtsak — tsak,ya jtsak — jtsak — tsak,produces,word,take/grasp/get/hold,take
item_240,action_words,ya jtuy — jtuy — tuy,ya jtuy — jtuy — tuy,produces,word,cut meat/tree,chop
item_241,action_words,ya xwayon — wayon — way,ya xwayon — wayon — way,produces,word,sleep,sleep
item_242,action_words,ya jwe' — jwe' — we',ya jwe' — jwe' — we',produces,word,eat tortilla/bread,eat
item_243,time_words,cha'wej,cha'wej,produces,word,day after tomorrow,NA
item_244,time_words,ajk'ubal,ajk'ubal,produces,word,night,night
item_245,time_words,k'aal,k'aal,produces,word,sun/day,sun
item_246,time_words,pajel,pajel,produces,word,tomorrow,tomorrow
item_247,time_words,sab,sab,produces,word,early,early
item_248,time_words,woje,woje,produces,word,yesterday,yesterday
item_249,time_words,ya'tik,ya'tik,produces,word,soon/today/now,soon
item_250,descriptive_words,ajch',ajch',produces,word,wet (description),wet (description)
item_251,descriptive_words,bol,bol,produces,word,stupid,stupid
item_252,descriptive_words,chopol,chopol,produces,word,bad/dangerous,bad
item_253,descriptive_words,ijk',ijk',produces,word,black,black
item_254,descriptive_words,jujp'en,jujp'en,produces,word,fat,fat
item_255,descriptive_words,k'ixin,k'ixin,produces,word,warm,warm
item_256,descriptive_words,kom,kom,produces,word,short,short
item_257,descriptive_words,k'ajk',k'ajk',produces,word,fire/hot (temperature),fire
item_258,descriptive_words,lek,lek,produces,word,good,good
item_259,descriptive_words,muk',muk',produces,word,big,big
item_260,descriptive_words,najt,najt,produces,word,long,long
item_261,descriptive_words,pukuj,pukuj,produces,word,malevolent/devil,NA
item_262,descriptive_words,sak,sak,produces,word,white,white
item_263,descriptive_words,sik,sik,produces,word,cold,cold
item_264,descriptive_words,t'ujbil,t'ujbil,produces,word,pretty/beautiful,pretty
item_265,descriptive_words,tutin,tutin,produces,word,tiny,tiny
item_266,descriptive_words,tsaj,tsaj,produces,word,red,red
item_267,descriptive_words,wokol,wokol,produces,word,difficult,difficult
item_268,descriptive_words,yax,yax,produces,word,green,green
item_269,pronouns,ja' ini — ini,ja' ini — ini,produces,word,this here,this
item_270,pronouns,ja' - EL/ELLA,ja' - EL/ELLA,produces,word,this,this
item_271,pronouns,ja' ine — ine,ja' ine — ine,produces,word,this there,this
item_272,pronouns,ja' mene,ja' mene,produces,word,that,that
item_273,pronouns,ja'at,ja'at,produces,word,2SG,2SG
item_274,pronouns,ja'ex,ja'ex,produces,word,2PL,2PL
item_275,pronouns,ja'ik,ja'ik,produces,word,3PL,3PL
item_276,pronouns,jo'on,jo'on,produces,word,1SG,1SG
item_277,pronouns,ku'un,ku'un,produces,word,1SG.POSS,1SG.POSS
item_278,pronouns,a'wu'un,a'wu'un,produces,word,2SG.POSS,2SG.POSS
item_279,pronouns,yu'un,yu'un,produces,word,3SG.POSS,3SG.POSS
item_280,pronouns,sok,sok,produces,word,and,and
item_281,question_words,banti,banti,produces,word,where (question),where (question)
item_282,question_words,bi ora,bi ora,produces,word,when (question),when (question)
item_283,question_words,bi yu'un,bi yu'un,produces,word,why,why
item_284,question_words,binti,binti,produces,word,what,what
item_285,question_words,bistuk,bistuk,produces,word,why,why
item_286,question_words,bit'il,bit'il,produces,word,how,how
item_287,question_words,mach'a,mach'a,produces,word,who,who
item_288,locations,ajk'ol,ajk'ol,produces,word,uphill,NA
item_289,locations,alan,alan,produces,word,downhill,NA
item_290,locations,jelawel,jelawel,produces,word,sideways/across,across
item_291,locations,li'i / li' ini,li'i / li' ini,produces,word,here,here
item_292,locations,lumine,lumine,produces,word,yonder,there
item_293,locations,moel,moel,produces,word,upward,up
item_294,locations,koel,koel,produces,word,downward,down
item_295,locations,ta jejch,ta jejch,produces,word,other side/beside,beside
item_296,locations,ta kajal,ta kajal,produces,word,uphill,NA
item_297,locations,ta sba,ta sba,produces,word,atop,on top of
item_298,locations,ta xujk,ta xujk,produces,word,beside,beside
item_299,locations,ta yajk'ol,ta yajk'ol,produces,word,above/uphill of,above
item_300,locations,ta yanil,ta yanil,produces,word,underneath/below/downhill,under
item_301,locations,ta yolil,ta yolil,produces,word,between,between
item_302,locations,ta yutil,ta yutil,produces,word,inside,inside
item_303,locations,tey,tey,produces,word,there,there
item_304,quantifiers,bayel,bayel,produces,word,a lot/many,a lot
item_305,quantifiers,ma'yuk,ma'yuk,produces,word,none,none
item_306,quantifiers,spisil,spisil,produces,word,all,all
item_307,quantifiers,teb,teb,produces,word,a little/few,a little
item_308,quantifiers,uts,uts,produces,word,a lot/many,a lot
item_309,quantifiers,xan,xan,produces,word,more/again,more
item_312,,señal con el dedo,señal con el dedo,yes; no,gestures,NA,NA
item_313,,señal de no se con los hombros,señal de no se con los hombros,yes; no,gestures,NA,NA
item_314,,señal de adios con la mano,señal de adios con la mano,yes; no,gestures,NA,NA
item_315,,señal de decir SI con la cabeza,señal de decir SI con la cabeza,yes; no,gestures,NA,NA
item_316,,señal de decir NO con la cabeza,señal de decir NO con la cabeza,yes; no,gestures,NA,NA
item_317,,señal de decir NO con el dedo,señal de decir NO con el dedo,yes; no,gestures,NA,NA
item_318,,aplaudir,aplaudir,yes; no,gestures,NA,NA
item_319,,pisar,pisar,yes; no,gestures,NA,NA
item_320,,cucú,cucú,yes; no,gestures,NA,NA
