itemID,category,item,definition,choices,type,complexity_category,gloss,uni_lemma
item_286,games_routines,Lroutines17phonecallon,L Words for games and routines - 17 (call on) phone,understands; produces,word,NA,(call on) phone,call on phone
item_287,games_routines,Lroutines18please,L Words for games and routines - 18 please,understands; produces,word,NA,please,please
item_288,games_routines,Lroutines19sorry,L Words for games and routines - 19 sorry,understands; produces,word,NA,sorry,sorry
item_289,games_routines,Lroutines20meal,L Words for games and routines - 20 tea (meal),understands; produces,word,NA,tea (meal),
item_290,games_routines,Lroutines21thanku,L Words for games and routines - 21 thankyou/ta,understands; produces,word,NA,thankyou/ta,thank you
item_291,games_routines,Lroutines22littlepiggy,L Words for games and routines - 22 this little piggy,understands; produces,word,NA,this little piggy,this little piggy
item_292,games_routines,Lroutines23wait,L Words for games and routines - 23 wait,understands; produces,word,NA,wait,wait
item_293,games_routines,Lroutines24wantto,L Words for games and routines - 24 want to,understands; produces,word,NA,want to,wanna
item_294,games_routines,Lroutines25yes,L Words for games and routines - 25 yes/yeah/aye,understands; produces,word,NA,yes/yeah/aye,yes
item_295,action_words,Mactions1bite,M Action words - 1 bite,understands; produces,word,NA,bite,bite
item_296,action_words,Mactions2blow,M Action words - 2 blow,understands; produces,word,NA,blow,blow
item_297,action_words,Mactions3break,M Action words - 3 break,understands; produces,word,NA,break,break
item_298,action_words,Mactions4bring,M Action words - 4 bring,understands; produces,word,NA,bring,bring
item_299,action_words,Mactions5bump,M Action words - 5 bump,understands; produces,word,NA,bump,bump
item_300,action_words,Mactions6carry,M Action words - 6 carry,understands; produces,word,NA,carry,carry
item_301,action_words,Mactions7catch,M Action words - 7 catch,understands; produces,word,NA,catch,catch
item_302,action_words,Mactions8clean,M Action words - 8 clean,understands; produces,word,NA,clean (action),clean (action)
item_303,action_words,Mactions9come,M Action words - 9 come,understands; produces,word,NA,come,come
item_304,action_words,Mactions10cry,M Action words - 10 cry,understands; produces,word,NA,cry,cry
item_305,action_words,Mactions11cuddle,M Action words - 11 cuddle,understands; produces,word,NA,cuddle,cuddle
item_306,action_words,Mactions12dance,M Action words - 12 dance,understands; produces,word,NA,dance,dance
item_307,action_words,Mactions13draw,M Action words - 13 draw,understands; produces,word,NA,draw,draw
item_308,action_words,Mactions14drink,M Action words - 14 drink,understands; produces,word,NA,drink,drink
item_309,action_words,Mactions15drop,M Action words - 15 drop,understands; produces,word,NA,drop,drop
item_310,action_words,Mactions16eat,M Action words - 16 eat,understands; produces,word,NA,eat,eat
item_311,action_words,Mactions17fall,M Action words - 17 fall,understands; produces,word,NA,fall,fall
item_312,action_words,Mactions18feed,M Action words - 18 feed,understands; produces,word,NA,feed,feed
item_313,action_words,Mactions19find,M Action words - 19 find,understands; produces,word,NA,find,find
item_314,action_words,Mactions20finish,M Action words - 20 finish,understands; produces,word,NA,finish,finish
item_315,action_words,Mactions21get,M Action words - 21 get,understands; produces,word,NA,get,get
item_316,action_words,Mactions22give,M Action words - 22 give,understands; produces,word,NA,give,give
item_317,action_words,Mactions23go,M Action words - 23 go,understands; produces,word,NA,go,go
item_318,action_words,Mactions24help,M Action words - 24 help,understands; produces,word,NA,help,help
item_319,action_words,Mactions25hit,M Action words - 25 hit,understands; produces,word,NA,hit,hit
item_320,action_words,Mactions26hug,M Action words - 26 hug,understands; produces,word,NA,hug,hug
item_321,action_words,Mactions27hurry,M Action words - 27 hurry,understands; produces,word,NA,hurry,hurry
item_322,action_words,Mactions28jump,M Action words - 28 jump,understands; produces,word,NA,jump,jump
item_323,action_words,Mactions29kick,M Action words - 28 kick,understands; produces,word,NA,kick,kick
item_324,action_words,Mactions30kiss,M Action words - 30 kiss,understands; produces,word,NA,kiss,kiss
item_325,action_words,Mactions31like,M Action words - 31 like,understands; produces,word,NA,like,like
item_326,action_words,Mactions32look,M Action words - 32 look,understands; produces,word,NA,look,look
item_327,action_words,Mactions33love,M Action words - 33 love,understands; produces,word,NA,love,love
item_328,action_words,Mactions34open,M Action words - 34 open,understands; produces,word,NA,open,open
item_329,action_words,Mactions35play,M Action words - 35 play,understands; produces,word,NA,play,play
item_330,action_words,Mactions36pull,M Action words - 36 pull,understands; produces,word,NA,pull,pull
item_331,action_words,Mactions37push,M Action words - 37 push,understands; produces,word,NA,push,push
item_332,action_words,Mactions38put,M Action words - 38 put,understands; produces,word,NA,put,put
item_333,action_words,Mactions39read,M Action words - 39 read,understands; produces,word,NA,read,read
item_334,action_words,Mactions40ride,M Action words - 40 ride,understands; produces,word,NA,ride,ride
item_335,action_words,Mactions41run,M Action words - 41 run,understands; produces,word,NA,run,run
item_336,action_words,Mactions42say,M Action words - 42 say,understands; produces,word,NA,say,say
item_337,action_words,Mactions43see,M Action words - 43 see,understands; produces,word,NA,see,see
item_338,action_words,Mactions44show,M Action words - 44 show,understands; produces,word,NA,show,show
item_339,action_words,Mactions45shutclose,M Action words - 45 shut,understands; produces,word,NA,shut,close (action)
item_340,action_words,Mactions46sing,M Action words - 46 sing,understands; produces,word,NA,sing,sing
item_341,action_words,Mactions47sleep,M Action words - 47 sleep,understands; produces,word,NA,sleep,sleep
item_342,action_words,Mactions48smile,M Action words - 48 smile,understands; produces,word,NA,smile,smile
item_343,action_words,Mactions49splash,M Action words - 49 splash,understands; produces,word,NA,splash,splash
item_344,action_words,Mactions50stop,M Action words - 50 stop,understands; produces,word,NA,stop,stop
item_345,action_words,Mactions51swim,M Action words - 51 swim,understands; produces,word,NA,swim,swim
item_346,action_words,Mactions52swing,M Action words - 52 swing,understands; produces,word,NA,swing,swing
item_347,action_words,Mactions53take,M Action words - 53 take,understands; produces,word,NA,take,take
item_348,action_words,Mactions54throw,M Action words - 54 throw,understands; produces,word,NA,throw,throw
item_349,action_words,Mactions55tickle,M Action words - 55 tickle,understands; produces,word,NA,tickle,tickle
item_350,action_words,Mactions56touch,M Action words - 56 touch,understands; produces,word,NA,touch,touch
item_351,action_words,Mactions57walk,M Action words - 57 walk,understands; produces,word,NA,walk,walk
item_352,action_words,Mactions58wash,M Action words - 58 wash,understands; produces,word,NA,wash,wash
item_353,action_words,Mactions59wipe,M Action words - 59 wipe,understands; produces,word,NA,wipe,wipe
item_354,descriptive_words,Ndescribing1allgone,N Describing words - 1 all gone,understands; produces,word,NA,all gone,all gone
item_355,descriptive_words,Ndescribing2asleep,N Describing words - 2 asleep,understands; produces,word,NA,asleep,asleep
item_356,descriptive_words,Ndescribing3big,N Describing words - 3 big,understands; produces,word,NA,big,big
item_357,descriptive_words,Ndescribing4blue,N Describing words - 4 blue,understands; produces,word,NA,blue,blue
item_358,descriptive_words,Ndescribing5broken,N Describing words - 5 broken,understands; produces,word,NA,broken,broken
item_359,descriptive_words,Ndescribing6careful,N Describing words - 6 careful,understands; produces,word,NA,careful,careful
item_360,descriptive_words,Ndescribing7clean,N Describing words - 7 clean,understands; produces,word,NA,clean (description),clean (description)
item_361,descriptive_words,Ndescribing8cold,N Describing words - 8 cold,understands; produces,word,NA,cold,cold
item_362,descriptive_words,Ndescribing9dirty,N Describing words - 9 dirty/mucky,understands; produces,word,NA,dirty/mucky,dirty
item_363,descriptive_words,Ndescribing10empty,N Describing words - 10 empty,understands; produces,word,NA,empty,empty
item_364,descriptive_words,Ndescribing11fast,N Describing words - 11 fast,understands; produces,word,NA,fast,fast
item_365,descriptive_words,Ndescribing12gentle,N Describing words - 12 gentle,understands; produces,word,NA,gentle,gentle
item_366,descriptive_words,Ndescribing13good,N Describing words - 13 good,understands; produces,word,NA,good,good
item_367,descriptive_words,Ndescribing14happy,N Describing words - 14 happy,understands; produces,word,NA,happy,happy
item_368,descriptive_words,Ndescribing15hot,N Describing words - 15 hot,understands; produces,word,NA,hot,hot
item_369,descriptive_words,Ndescribing16hungry,N Describing words - 16 hungry,understands; produces,word,NA,hungry,hungry
item_370,descriptive_words,Ndescribing17hurt,N Describing words - 17 hurt,understands; produces,word,NA,hurt,hurt
item_371,descriptive_words,Ndescribing18naughty,N Describing words - 18 naughty,understands; produces,word,NA,naughty,naughty
item_372,descriptive_words,Ndescribing19nice,N Describing words - 19 nice,understands; produces,word,NA,nice,nice
item_373,descriptive_words,Ndescribing20old,N Describing words - 20 old,understands; produces,word,NA,old,old
item_374,descriptive_words,Ndescribing21pretty,N Describing words - 21 pretty,understands; produces,word,NA,pretty,pretty
item_375,descriptive_words,Ndescribing22sad,N Describing words - 22 sad,understands; produces,word,NA,sad,sad
item_376,descriptive_words,Ndescribing23sleepy,N Describing words - 23 sleepy,understands; produces,word,NA,sleepy,sleepy
item_377,descriptive_words,Ndescribing24soft,N Describing words - 24 soft,understands; produces,word,NA,soft,soft
item_378,descriptive_words,Ndescribing25thirsty,N Describing words - 25 thirsty,understands; produces,word,NA,thirsty,thirsty
item_379,descriptive_words,Ndescribing26tired,N Describing words - 26 tired,understands; produces,word,NA,tired,tired
item_380,descriptive_words,Ndescribing27wet,N Describing words - 27 wet,understands; produces,word,NA,wet,wet
item_381,descriptive_words,Ndescribing28yellow,N Describing words - 28 yellow,understands; produces,word,NA,yellow,yellow
item_382,question_words,Oquestions1how,O Question words - 1 how,understands; produces,word,NA,how,how
item_383,question_words,Oquestions2what,O Question words - 2 what,understands; produces,word,NA,what,what
item_384,question_words,Oquestions3when,O Question words - 3 when,understands; produces,word,NA,when,when (question)
item_385,question_words,Oquestions4where,O Question words - 4 where,understands; produces,word,NA,where,where (question)
item_386,question_words,Oquestions5who,O Question words - 5 who,understands; produces,word,NA,who,who
item_387,question_words,Oquestions6why,O Question words - 6 why,understands; produces,word,NA,why,why
item_388,time_words,Ptime1day,P Words about time - 1 day,understands; produces,word,NA,day,day
item_389,time_words,Ptime2later,P Words about time - 2 later,understands; produces,word,NA,later,later
item_390,time_words,Ptime3morning,P Words about time - 3 morning,understands; produces,word,NA,morning,morning
item_391,time_words,Ptime4night,P Words about time - 4 night,understands; produces,word,NA,night,night
item_392,time_words,Ptime5now,P Words about time - 5 now,understands; produces,word,NA,now,now
item_393,time_words,Ptime6today,P Words about time - 6 today,understands; produces,word,NA,today,today
item_394,time_words,Ptime7tomorrow,P Words about time - 7 tomorrow,understands; produces,word,NA,tomorrow,tomorrow
item_395,time_words,Ptime8tonight,P Words about time - 8 tonight,understands; produces,word,NA,tonight,tonight
item_396,pronouns,Qpronouns1he,Q Words about people and things - 1 he,understands; produces,word,NA,he,3SG
item_397,pronouns,Qpronouns2her,Q Words about people and things - 2 her,understands; produces,word,NA,her,3SG.POSS
item_398,pronouns,Qpronouns3his,Q Words about people and things - 3 his,understands; produces,word,NA,his,3SG.POSS
item_399,pronouns,Qpronouns4I,Q Words about people and things - 4 I,understands; produces,word,NA,I,1SG
item_400,pronouns,Qpronouns5it,Q Words about people and things - 5 it,understands; produces,word,NA,it,3SG
item_401,pronouns,Qpronouns6me,Q Words about people and things - 6 me,understands; produces,word,NA,me,1SG
item_402,pronouns,Qpronouns7mine,Q Words about people and things - 7 mine,understands; produces,word,NA,mine,1SG.POSS
item_403,pronouns,Qpronouns8my,Q Words about people and things - 8 my,understands; produces,word,NA,my,1SG.POSS
item_404,pronouns,Qpronouns9she,Q Words about people and things - 9 she,understands; produces,word,NA,she,3SG
item_405,pronouns,Qpronouns10that,Q Words about people and things - 10 that,understands; produces,word,NA,that,that
item_406,pronouns,Qpronouns11this,Q Words about people and things - 11 this,understands; produces,word,NA,this,this
item_407,pronouns,Qpronouns12you,Q Words about people and things - 12 you,understands; produces,word,NA,you,2SG
item_408,pronouns,Qpronouns13your,Q Words about people and things - 13 your,understands; produces,word,NA,your,2SG.POSS
item_409,locations,Rplaces1back,R Words about places - 1 back,understands; produces,word,NA,back,back
item_410,locations,Rplaces2down,R Words about places - 2 down,understands; produces,word,NA,down,down
item_411,locations,Rplaces3in,R Words about places - 3 in,understands; produces,word,NA,in,in
item_412,locations,Rplaces4inside,R Words about places - 4 inside,understands; produces,word,NA,inside,inside
item_413,locations,Rplaces5off,R Words about places - 5 off,understands; produces,word,NA,off,off
item_414,locations,Rplaces6on,R Words about places - 6 on,understands; produces,word,NA,on,on
item_415,locations,Rplaces7out,R Words about places - 7 out,understands; produces,word,NA,out,out
item_416,locations,Rplaces8there,R Words about places - 8 there,understands; produces,word,NA,there,there
item_417,locations,Rplaces9to,R Words about places - 9 to,understands; produces,word,NA,to,to
item_418,locations,Rplaces10under,R Words about places - 10 under,understands; produces,word,NA,under,under
item_419,locations,Rplaces11up,R Words about places - 11 up,understands; produces,word,NA,up,up
item_420,quantifiers,Samounts1again,S Words about amounts - 1 again,understands; produces,word,NA,again,again
item_421,quantifiers,Samounts2all,S Words about amounts - 2 all,understands; produces,word,NA,all,all
item_422,quantifiers,Samounts3another,S Words about amounts - 3 another,understands; produces,word,NA,another,another
item_423,quantifiers,Samounts4more,S Words about amounts - 4 more,understands; produces,word,NA,more,more
item_424,quantifiers,Samounts5none,S Words about amounts - 5 none,understands; produces,word,NA,none,none
item_425,quantifiers,Samounts6not,S Words about amounts - 6 not,understands; produces,word,NA,not,not
item_426,quantifiers,Samounts7some,S Words about amounts - 7 some,understands; produces,word,NA,some,some
item_427,,Tgestures1Extendsarmshow,T First communicative gesture - 1. Extends an arm to show you something she or he is holding,not yet; sometimes; often,gestures_first,NA,,
item_428,,Tgestures2Reachesout,T First communicative gesture - 2. Reaches out and gives you a toy or some object that she or he is holding,not yet; sometimes; often,gestures_first,NA,,
item_429,,Tgestures3Whenlook,"T First communicative gesture - 3. When you look/point at toy across the room, does your child look at it?",not yet; sometimes; often,gestures_first,NA,,
item_430,,Tgestures4Pointsarm,T First communicative gesture - 4. Points (with arm and index finger extended) at some interesting object or event,not yet; sometimes; often,gestures_first,NA,,
item_431,,Tgestures5Wavesbye,T First communicative gesture - 5. Waves byebye on his or her own when someone leaves,not yet; sometimes; often,gestures_first,NA,,
item_432,,Tgestures6Extendsarmup,T First communicative gesture - 6. Extends his or her arm upward to signal a wish to be picked up,not yet; sometimes; often,gestures_first,NA,,
item_433,,Tgestures7headno,"T First communicative gesture - 7. Shakes head ""no""",not yet; sometimes; often,gestures_first,NA,,
item_434,,Tgestures8headyes,"T First communicative gesture - 8. Nods head ""yes""",not yet; sometimes; often,gestures_first,NA,,
item_435,,Tgestures9shush,"T First communicative gesture - 9. Gestures ""hush"" by placing finger to lips",not yet; sometimes; often,gestures_first,NA,,
item_436,,Tgestures10Requests,T First communicative gesture - 10. Requests something by extending arm and opening and closing hand,not yet; sometimes; often,gestures_first,NA,,
item_437,,Tgestures11Blowskisses,T First communicative gesture - 11. Blows kisses from a distance,not yet; sometimes; often,gestures_first,NA,,
item_438,,Tgestures12Shrugs,"T First communicative gesture - 12. Shrugs to indicate ""all gone"" or ""where did it go""",not yet; sometimes; often,gestures_first,NA,,
item_439,,Ugames1peekaboo,"U Games and Routines - 1. Plays ""peekaboo""/""peepo""",no; yes,gestures_games,NA,,
item_440,,Ugames2pattycake,U Games and Routines - 2. Plays ‘pattycake’/‘pat-a-cake’,no; yes,gestures_games,NA,,
item_441,,Ugames3chasing,U Games and Routines - 3. Plays chasing games,no; yes,gestures_games,NA,,
item_442,,Ugames4Sings,U Games and Routines - 4. Sings,no; yes,gestures_games,NA,,
item_443,,Ugames5Dances,U Games and Routines - 5. Dances,no; yes,gestures_games,NA,,
item_444,,Ugames6Claphands,U Games and Routines - 6. Clap hands,no; yes,gestures_games,NA,,
item_445,,Ugames7highfive,U Games and Routines - 7. Plays high five/gimme five,no; yes,gestures_games,NA,,
item_446,,Vactobject1eatspoon,"V Actions with objects - 1. Eat with a spoon or fork, holding or helping to hold the spoon or fork",no; yes,gestures_objects,NA,,
item_447,,Vactobject2opencup,V Actions with objects - 2. Drink from an open cup containing liquid,no; yes,gestures_objects,NA,,
item_448,,Vactobject3Combhair,V Actions with objects - 3. Comb or brush own hair,no; yes,gestures_objects,NA,,
item_449,,Vactobject4Brushteeth,V Actions with objects - 4. Brush teeth,no; yes,gestures_objects,NA,,
item_450,,Vactobject5Wipeface,V Actions with objects - 5. Wipe face or hands with a towel or cloth,no; yes,gestures_objects,NA,,
item_451,,Vactobject6Puthat,V Actions with objects - 6. Put on a hat,no; yes,gestures_objects,NA,,
item_452,,Vactobject7Putshoe,V Actions with objects - 7. Put on a shoe or a sock,no; yes,gestures_objects,NA,,
item_453,,Vactobject8Putnecklace,"V Actions with objects - 8. Put on a necklace, bracelet, or watch",no; yes,gestures_objects,NA,,
item_454,,Vactobject9ifsleeping,V Actions with objects - 9. Lay head on hands and squeeze eyes shut as if sleeping,no; yes,gestures_objects,NA,,
item_455,,Vactobject10Blowhot,V Actions with objects - 10. Blow to indicate something is hot,no; yes,gestures_objects,NA,,
item_456,,Vactobject11Holdplane,"V Actions with objects - 11. Hold plane and make it ""fly""",no; yes,gestures_objects,NA,,
item_457,,Vactobject12telephonetoear,V Actions with objects - 12. Put telephone to ear,no; yes,gestures_objects,NA,,
item_458,,Vactobject13Sniffflowers,V Actions with objects - 13. Sniff flowers,no; yes,gestures_objects,NA,,
item_459,,Vactobject14Pushtoycar,V Actions with objects - 14. Push toy car or truck,no; yes,gestures_objects,NA,,
item_460,,Vactobject15Throwball,V Actions with objects - 15. Throw a ball,no; yes,gestures_objects,NA,,
item_461,,Vactobject16Pourpretendliquid,V Actions with objects - 16. Pour pretend liquid from one container to another,no; yes,gestures_objects,NA,,
item_462,,Vactobject17Stirpretendliquid,V Actions with objects - 17. Stir pretend liquid in a cup or pan with a spoon,no; yes,gestures_objects,NA,,
item_463,,Vactobject18Pretenddrink,V Actions with objects - 18. Pretend to ‘drink’ from a cup or other object,no; yes,gestures_objects,NA,,
item_464,,Wpretendparent1Putbed,W Pretending to be a parent - 1. Put to bed,no; yes,gestures_parent,NA,,
item_465,,Wpretendparent2Coverblanket,W Pretending to be a parent - 2. Cover with blanket,no; yes,gestures_parent,NA,,
item_466,,Wpretendparent3Feedbottle,W Pretending to be a parent - 3. Feed with bottle or at the breast,no; yes,gestures_parent,NA,,
item_467,,Wpretendparent4Feedspoon,W Pretending to be a parent - 4. Feed with spoon,no; yes,gestures_parent,NA,,
item_468,,Wpretendparent5Brushhair,W Pretending to be a parent - 5. Brush/comb its hair,no; yes,gestures_parent,NA,,
item_469,,Wpretendparent6Pushpram,W Pretending to be a parent - 6. Push in pram/buggy,no; yes,gestures_parent,NA,,
item_470,,Wpretendparent7Rockit,W Pretending to be a parent - 7. Rock it,no; yes,gestures_parent,NA,,
item_471,,Wpretendparent8Kissit,W Pretending to be a parent - 8. Kiss or hug it,no; yes,gestures_parent,NA,,
item_472,,Wpretendparent9putshoes,"W Pretending to be a parent - 9. Try to put shoe, sock or hat on it",no; yes,gestures_parent,NA,,
item_473,,Wpretendparent10Wipeface,W Pretending to be a parent - 10. Wipe its face or hands,no; yes,gestures_parent,NA,,
item_474,,Wpretendparent11Talktoit,W Pretending to be a parent - 11. Talk to it,no; yes,gestures_parent,NA,,
item_475,,Wpretendparent12Trynappy,W Pretending to be a parent - 12. Try to put nappy on it,no; yes,gestures_parent,NA,,
item_476,,Ximitating1Sweepbroom,X Imitating other adult actions - 1. Sweep with a broom or mop,no; yes,gestures_adult,NA,,
item_477,,Ximitating2Putkey,X Imitating other adult actions - 2. Put a key in a door or lock,no; yes,gestures_adult,NA,,
item_478,,Ximitating3Banghammer,X Imitating other adult actions - 3. Bang with a hammer or mallet,no; yes,gestures_adult,NA,,
item_479,,Ximitating4useofasaw,X Imitating other adult actions - 4. Attempt to use a saw,no; yes,gestures_adult,NA,,
item_480,,Ximitating5Type,"X Imitating other adult actions - 5. ""Type"" at a typewriter or computer keyboard",no; yes,gestures_adult,NA,,
item_481,,Ximitating6Readbook,"X Imitating other adult actions - 6. ""Read"" (opens book, turns page)",no; yes,gestures_adult,NA,,
item_482,,Ximitating7Hoover,X Imitating other adult actions - 7. Hoover,no; yes,gestures_adult,NA,,
item_483,,Ximitating8instrument,"X Imitating other adult actions - 8. Play a musical instrument (e.g. piano, trumpet)",no; yes,gestures_adult,NA,,
item_484,,Ximitating9Drivecar,"X Imitating other adult actions - 9. ""Drive"" a car by turning steering wheel",no; yes,gestures_adult,NA,,
item_485,,Ximitating10Washingup,X Imitating other adult actions - 10. Washing up / wash dishes,no; yes,gestures_adult,NA,,
item_486,,Ximitating11Cleancloth,X Imitating other adult actions - 11. Clean with a cloth or duster,no; yes,gestures_adult,NA,,
item_487,,Ximitating12Writepen,"X Imitating other adult actions - 12. Write with a pen, pencil, or marker",no; yes,gestures_adult,NA,,
item_488,,Ximitating13Digspade,X Imitating other adult actions - 13. Dig with a spade,no; yes,gestures_adult,NA,,
item_489,,Ximitating14Putglasses,X Imitating other adult actions - 14. Put on glasses,no; yes,gestures_adult,NA,,
