Code,Date,DoB,exact age (in day),age_mo,genre,langue,lang1,lang2,lang3,lang4,lang5,education level for mother (years),education level for mother (years),01.1 animal,01.2 ours,01.3 abeille,01.4 oiseau,01.5 petite bête,01.6 lapin,01.7 papillon,01.8 chat,01.9 poule,01.10 vache,01.11 biche,01.12 chien,01.13 âne,01.14 canard,01.15 éléphant,01.16 poisson,01.17 grenouille,01.18 girafe,01.19 chèvre,01.20 oie,01.21 cheval,01.22 chaton,01.23 agneau,01.24 lion,01.25 bébé chat,01.26 souris,01.27 hibou,01.28 pingouin,01.29 cochon,01.30 poney,01.31 chiot,01.32 mouton,01.33 écureuil,01.34 nounours,01.35 tigre,01.36 dindon,01.37 tortue,01.38 crocodile,01.39 fourmi,01.40 renne,01.41 coq,01.42 loup,01.43 zèbre,02.44 avion,02.45 vélo,02.46 bus,02.47 voiture,02.48 camion de pompier,02.49 moto,02.50 poussette,02.51 train,02.52 camion,02.53 bateau,02.54 hélicoptère,02.55 traîneau,02.56 tracteur,02.57 tricycle,03.58 balle,03.59 ballon,03.60 cube,03.61 livre,03.62 bulle,03.63 poupée,03.64 crayon,03.65 stylo,03.66 jouet,03.67 raquette,03.68 craie,03.69 jeu,03.70 colle,03.71 pâte à modeler,03.72 cadeau,03.73 puzzle,03.74 histoire,03.75 feutre,04.76 lait,04.77 céréales,04.78 cornflakes,04.79 orange,04.80 fromage,04.81 petits pots,04.82 poulet,04.83 pizza,04.84 café,04.85 raisin,04.86 petits gâteaux,04.87 spaghetti,04.88 gâteau apéro,04.89 tartine,04.90 pomme,04.91 oeuf,04.92 banane,04.93 poisson,04.94 pain,04.95 nourriture,04.96 beurre,04.97 glace,04.98 gâteau,04.99 jus de fruit,04.100 sucre,04.101 viande,04.102 carotte,04.103 boisson,04.104 eau,04.105 clémentine,04.106 purée,04.107 petits pois,04.108 baguette,04.109 soupe,04.110 pâtes,04.111 thon,04.112 kiwi,04.113 compote,04.114 haricot,04.115 chocolat,04.116 coca,04.117 maïs,04.118 beignet,04.119 frites,04.120 haricots verts,04.121 chewing-gum,04.122 hamburger,04.123 glaçon,04.124 vitamines,04.125 bonbons,04.126 confiture,04.127 yaourt,04.128 sucette,04.129 melon,04.130 madeleine,04.131 noisette,04.132 crêpe,04.133 nutella,04.134 mayonnaise,04.135 pop-corn,04.136 esquimau,04.137 pomme de terre,04.138 chips,04.139 bretzel,04.140 flan,04.141 courge,04.142 raisins secs,04.143 sel,04.144 sandwich,04.145 sauce,04.146 limonade,04.147 fraise,04.148 vanille,05.149 perles,05.150 collier,05.151 bavoir,05.152 pyjamas,05.153 bottes,05.154 pantalon,05.155 boutons,05.156 chemise,05.157 manteau,05.158 chaussure,05.159 couche,05.160 body,05.161 grenouillère,05.162 short,05.163 robe,05.164 chaussettes,05.165 chapeau,05.166 sweat,05.167 veste,05.168 tee-shirt,05.169 jeans,05.170 salopette,05.171 chausson,05.172 pull,05.173 ceinture,05.174 gants,05.175 moufles,05.176 écharpe,05.177 basket,05.178 combinaison de ski,05.179 collants,05.180 culotte,06.181 bain,06.182 petit déjeuner,06.183 au revoir,06.184 dîner,06.185 ne fais pas,06.186 bonjour,06.187 salut,06.188 déjeuner,06.189 sieste,06.190 bonne nuit,06.191 non,06.192 ainsi font font,06.193 coucou,06.194 s'il te plaît,06.195 chut,06.196 merci,06.197 oui,06.198 bravo,06.199 faire les courses,06.200 goûter,06.201 coup de fil,06.202 top là,06.203 je vais t'attraper,06.204 va sur le pot,06.205 tourne-toi,06.206 ce petit cochon,07.207 bras,07.208 nombril,07.209 joue,07.210 oreille,07.211 yeux,07.212 figure,07.213 pied,07.214 doigt,07.215 cheveux,07.216 main,07.217 tête,07.218 genou,07.219 jambe,07.220 bouche,07.221 nez,07.222 aïe bobo,07.223 dent,07.224 doigt de pied,07.225 langue,07.226 ventre,07.227 cheville,07.228 fesses,07.229 menton,07.230 lèvre,07.231 pénis,07.232 coeur,07.233 vagin,07.234 pouce,08.235 plage,08.236 camping,08.237 église,08.238 cirque,08.239 campagne,08.240 centre-ville,08.241 ferme,08.242 station-service,08.243 maison,08.244 cinéma,08.245 dehors,08.246 parc,08.247 fête,08.248 pique-nique,08.249 terrain de jeux,08.250 école,08.251 magasin,08.252 forêt,08.253 travail,08.254 cour,08.255 zoo,08.256 garderie,08.257 fête,09.258 salle de bain,09.259 baignoire,09.260 lit,09.261 chambre,09.262 chaise,09.263 canapé,09.264 berceau,09.265 porte,09.266 tiroir,09.267 garage,09.268 chaise haute,09.269 cuisine,09.270 salon,09.271 four,09.272 parc,09.273 pot,09.274 frigo,09.275 fauteuil,09.276 lavabo,09.277 escalier,09.278 cuisinière,09.279 table,09.280 télé,09.281 fenêtre,09.282 étendage,09.283 entrée,09.284 douche,09.285 pièce,09.286 cave,09.287 banc,10.288 au sujet de,10.289 au-dessus de,10.290 autour de,10.291 à,10.292 loin,10.293 derrière,10.294 à côté de,10.295 chez,10.296 en bas,10.297 pour,10.298 ici,10.299 à l'intérieur de,10.300 dans,10.301 près de,10.302 de,10.303 au loin,10.304 sur,10.305 au sommet,10.306 de dehors,10.307 par-dessus,10.308 là-bas,10.309 vers,10.310 sous,10.311 en haut,10.312 avec,10.313 là,11.314 comment,11.315 quoi,11.316 avec quoi,11.317 quand,11.318 où,11.319 qui,11.320 avec qui,11.321 pourquoi,11.322 le/la/les,12.323 rocher,12.324 nuage,12.325 drapeau,12.326 fleur,12.327 jardin,12.328 herbe,12.329 lune,12.330 tuyau,12.331 échelle,12.332 tondeuse à gazon,12.333 piscine,12.334 pluie,12.335 caillou,12.336 toit,12.337 pelle,12.338 bac à sable,12.339 toboggan,12.340 neige,12.341 étoile,12.342 trottoir,12.343 soleil,12.344 balançoire,12.345 arbre,12.346 eau,12.347 ciel,12.348 bonhomme de neige,12.349 arrosoir,12.350 bâton,12.351 pierre,12.352 rue,12.353 vent,13.354 tous/tout,13.355 un autre,13.356 encore,13.357 aucun,13.358 aucune,13.359 pas,13.360 le même,13.361 la même,13.362 un peu,13.363 un,13.364 une,13.365 plein/beaucoup,13.366 du,13.367 de la,13.368 des,13.369 chaque,13.370 autre,13.371 le,13.372 la,13.373 les,13.374 aussi,14.375 à elle/sa,14.376 à lui/son,14.377 je,14.378 ça,14.379 moi,14.380 à moi,14.381 ma,14.382 mon,14.383 mes,14.384a tu,14.384b vous (2sg.subj),14.384c vous (2pl.subj),14.384d vous (2sg.obj),14.384e vous (2pl.obj),14.384f à vous,14.385 votre,14.386 ta,14.387 ton,14.388 il,14.389 ses,14.390a lui (topic),14.390b lui (obj),14.391 moi-même,14.392 notre,14.393 le,14.394 elle,14.395 elles,14.396 leur,14.397 eux,14.398 la,14.399 ces,14.400 ils,14.401 ceux,14.402 nous,14.403 les,14.404 on,14.405 toi-même,14.406 en,14.407 en,14.408 y,15.409 tante,15.410 bébé,15.411 nounou,15.412 nom de la nounou,15.413 garçon,15.414 frère,15.415 enfant,15.416 papa,15.417 fille,15.418 grand-mère,15.419 grand-père,15.420 dame,15.421 maman,15.422 nom de l'enfant,15.423 gens,15.424 personne,15.425 soeur,15.426 maître,15.427 oncle,15.428 monsieur,15.429 clown,15.430 docteur,15.431 pompier,15.432 copain,15.433 facteur,15.434 infirmière,15.435 police,15.436 nom de l'animal domestique,16.437 jour,16.438 après,16.439 matin,16.440 nuit,16.441 maintenant,16.442 aujourd'hui,16.443 demain,16.444 ce soir,16.445 avant,16.446 heure,16.447 hier,17.448a et,17.448b et puis,17.449 parce que,17.450 mais,17.451 si,17.452 donc,17.453 alors,18.455 suis,18.456 sont,18.457 être,18.458 est,18.459 peux,18.460 pouvait,18.461 peuvent,18.462 a(s) fait,18.463 faire,18.464 fait,18.465 ne pas,18.466 devoir faire,18.467 va,18.468 avoir à faire,18.469 laisse-moi,18.470 vont,18.471 avoir besoin de,18.472 essayer de,18.473 vouloir,18.474 était,19.475 couverture,19.476 bouteille,19.477 bol,19.478 boite,19.479 balai,19.480 brosse,19.481 horloge,19.482 peigne,19.483 tasse,19.484 plat,19.485 fourchette,19.486 verre,19.487 lunettes,19.488 marteau,19.489 clefs,19.490 lampe,19.491 lumière,19.492 médicaments,19.493 argent,19.494 papier,19.495 sous/pièce,19.496 photo,19.497 oreiller,19.498 plante,19.499 assiette,19.500 porte-monnaie,19.501 radio,19.502 ciseaux,19.503 savon,19.504 cuillère,19.505 téléphone,19.506 brosse à dent,19.507 serviette,19.508 poubelle,19.509 aspirateur,19.510 montre,19.511 feuille,19.512 musique,19.513 sirop,19.514 biberon,19.515 télécommande,19.516 sucette,19.517 panier,19.518 seau,19.519 appareil photo,19.520 ordure,19.521 pot,19.522 couteau,19.523 serpillière,19.524 clou,19.525 serviette de table,19.526 cassette,19.527 mouchoir,19.528 plateau,19.529 coussin,20.530 parti,20.531 endormi,20.532 pas bon,20.533 grand,20.534 bleu,20.535 cassé,20.536 attention,20.537 propre,20.538 sèche,20.539 froid,20.540 mignon,20.541 sombre,20.542 sale,20.543 sec,20.544 froide,20.545 vide,20.546 vite,20.547 bien,20.548 doux,20.549 bon,20.550 content,20.551 dur,20.552 chaud,20.553 mignonne,20.554 avoir faim,20.555 bonne,20.556 blessé,20.557 petit,20.558 chaude,20.559 mignon,20.560 douce,20.561 vilain,20.562 coquine,20.563 dégoûtante,20.564 bruyant,20.565 long,20.566 derrière,20.567 coincé,20.568 verte,20.569 lourde,20.570 vilaine,20.571 haut,20.572 fort,20.573 folle,20.574 neuve,20.575 gentil,20.576 vieille,20.577 joli,20.578 rouge,20.579 avoir peur,20.580 malade,20.581 avoir sommeil,20.582 vieux,20.583 tendre,20.584 avoir soif,20.585 fatigué,20.586 mouillé,20.587 dégoûtant,20.588 belle,20.589 méchant,20.590 gentille,20.591 être réveillé,20.592 collante,20.593 dernier,20.594 coquin,20.595 mieux,20.596 noir,20.597 marron,20.598 première,20.599 vert,20.600 beau,20.601 plein,20.602 bruyante,20.603 orange,20.604 blanc,20.605 haute,20.606 tranquille,20.607 triste,20.608 lent,20.609 venteux,20.610 jaune,20.611 minuscule,20.612 méchante,20.613 premier,20.614 petite,20.615 blanche,20.616 pleine,20.617 contente,20.618 neuf,20.619 forte,20.620 grande,20.621 flou,20.622 lente,21.623 mordre,21.624 souffler,21.625 souffler,21.626 apporter,21.627 se cogner,21.628 nettoyer,21.629 fermer,21.630 pleurer,21.631 danser,21.632 dessiner,21.633 boire,21.634 conduire,21.635 manger,21.636 tomber,21.637 se transformer,21.638 arracher,21.639 donner,21.640 nourrir,21.641 avoir,21.642 entendre,21.643 cacher,21.644 nager,21.645 réparer,21.646 finir,21.647 recevoir,21.648 aller,21.649 aider,21.650 taper,21.651 prendre dans ses bras,21.652 se dépêcher,21.653 sauter,21.654 donner un coup,21.655 faire un bisou,21.656 courir,21.657 regarder,21.658 s'en aller,21.659 laver,21.660 se traîner,21.661 aimer,21.662 ouvrir,21.663 jouer,21.664 tirer,21.665 tourner,21.666 trouver,21.667 aller bien avec,21.668 détester,21.669 tenir,21.670 couper,21.671 frapper à la porte,21.672 prendre,21.673 pousser,21.674 mettre,21.675 coller,21.676 lire,21.677 faire du vélo/de la moto,21.678 dire,21.679 marcher à quatre pattes,21.680 voir,21.681 jeter,21.682 monter,21.683 chanter,21.684 dormir,21.685 sourire,21.686 éclabousser,21.687 arrêter,21.688 nager,21.689 ramper,21.690 balancer,21.691 sautiller,21.692 détacher,21.693 se glisser,21.694 devenir,21.695 chatouiller,21.696 monter,21.697 toucher,21.698 marcher,21.699 essuyer,21.700 fendre,21.701 se tourner,21.702 écrire,21.703 construire,21.704 porter,21.705 attraper,21.706 courir après attraper,21.707 faire bravo,21.708 lécher,21.709 aimer bien,21.710 écouter,21.711 faire,21.712 ramasser,21.713 faire de la peinture,21.714 enlever,21.715 renverser,21.716 faire semblant,21.717 goûter,21.718 décrocher,21.719 déchirer,21.720 s'envoler,21.721 acheter,21.722 secouer,21.723 embrasser,21.724 attendre,21.725 partager,21.726 s'asseoir,21.727 faire du patin,21.728 glisser,21.729 travailler,21.730 souhaiter,21.731 vendre,21.732 être debout,21.733 rester,21.734 descendre,21.735 balayer,21.736 parler,21.737 penser,21.738 se réveiller,21.739 attacher,21.740 couvrir,21.741 grimper,21.742 cuisiner,21.743 accrocher,21.744 arrêter,21.745 sécher,21.746 déposer,21.747 grossir,21.748 refroidir,21.749 grandir,21.750 rougir,21.751 vomir,21.752 dire,phrase la plus longue 1,phrase la plus longue 2,phrase la plus longue 3,1.1,1.2,2.1,2.2,3.1,3.2,4.1,4.2,05.a,05.b,05.c,05.d,05.e,06.a,06.b,06.c,06.d,07.a,07.b,07.c,07.d,07.e,07.f,07.g,07.h,08.a,08.b,08.c,08.d,09.a,09.b,09.c,09.d,09.e,09.f,10.a,10.b,10.c,10.d,10.e,11.a,11.b,11.c,11.d,12.a,12.b,12.c,12.d,12.e,12.f,12.g,12.h,12.i,12.j,13.a,13.b,13.c,13.d,14.a,14.b,14.c,14.d,15.a,15.b,15.c,15.d,15.e,16.a,16.b,16.c,16.d,16.e,16.f,16.g,16.h,16.i,16.j,16.k,16.l,17.a,17.b,17.c,17.d,17.e,17.f,18.a,18.b,18.c,18.d,18.e,18.f,18.g,18.h,18.i,18.j,19.a,19.b,19.c,19.d,20.a,20.b,20.c,20.d,20.e,20.f,20.g,20.h,20.i,20.j,20.k,21.a,21.b,21.c,21.d,21.e,22.a,22.b,22.c,23.a,23.b,23.c,23.d,23.e,23.f,23.g,23.h,23.i,23.j,23.k,23.l,24.a,24.b,24.c,25.a,25.b,25.c,25.d,25.e,25.f,26.a,26.b,26.c,26.d,26.e,26.f,26.g,26.h,26.i,26.j,26.k,26.l,26.m,26.n,26.o,26.p,26.q,26.r,27.a,27.b,27.c,27.d,28.a,28.b,28.c,28.d,28.e,28.f,28.g,28.h,28.i,28.j,28.k,28.l,28.m,28.n,28.o,28.p,28.q,28.r,29.a,29.b,29.c,29.d,29.e,29.f,29.g,29.h,29.i,29.j,29.k,29.l,29.m,30.a,30.b,30.c,30.d,30.e,30.f,30.g,30.h,30.i,30.j,30.k,30.l,30.m,30.n,31.a,31.b,31.c,31.d,31.e,31.f,31.g,31.h,31.i,31.j,31.k,31.l,31.m,31.n,31.o,32.a,32.b,32.c,33.a,33.b,33.c,33.d,33.e,33.f,33.g,33.h,33.i,33.j,33.k,33.l,33.m,34.a,34.b,34.c,34.d,34.e,34.f,34.g,34.h,34.i,34.j,35.a,35.b,35.c,35.d,35.e,35.f,36.a,36.b,36.c,36.d,36.e,36.f,36.g,36.h,36.i,36.j,36.k,36.l,37.a,37.b,37.c,37.d,37.e,37.f,37.g,37.h,37.i,37.j,37.k,37.l,38.a,38.b,38.c,38.d,38.e,38.f,38.g,38.h,38.i,39.a,39.b,39.c,39.d,39.e,39.f,c5,c6,c7,c8,c9,c10,c11,c12,c13,c14,c15,c16,c17,c18,c19,c20,c21,c22,c23,c24,c25,c26,c27,c28,c29,c30,c31,c32,c33,c34,c35,c36,c37,c38,Infinitif,Présent,Passé,Imparfait,Futur,Impératif
I2i2,2021-06-26,2018-12-08,931,30,f,100% Fr,French;100;,,,,,17,Bac +5,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,1,0,2,2,2,2,0,2,2,0,2,2,2,1,0,2,2,2,2,2,2,0,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,0,1,0,2,2,0,0,2,0,1,2,2,1,2,2,1,2,2,0,0,0,2,2,0,1,0,0,2,2,2,0,2,1,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2,2,1,2,2,2,2,2,2,1,2,1,2,2,0,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,0,0,0,1,0,1,0,2,0,2,2,2,1,1,2,2,2,2,0,1,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,0,2,2,2,0,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,0,2,2,1,1,2,2,2,2,2,2,1,2,1,2,2,2,1,2,0,2,2,2,0,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,0,1,2,2,2,2,2,2,2,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,0,2,2,1,1,2,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,1,1,2,2,2,2,2,1,2,2,1,1,2,2,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,0,2,1,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,0,0,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,0,2,1,1,2,2,2,2,2,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,0,2,2,1,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,0,2,2,,,,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Je peux dire ça ?,Je veux manger.,J'ai été chez tatie et j'ai fait du trampoline.,Jeanne elle était petite.,"Quand Valentine sera grande, elle jouera avec Jeanne.",
c10i1,2021-06-02,2018-11-19,926,30,m,100% Fr,French;100;,,,,,17,Bac +5,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,0,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,1,2,2,2,1,2,2,2,0,2,0,2,2,1,2,2,2,2,0,2,2,2,2,2,2,2,2,0,2,1,2,2,2,2,2,1,2,2,2,1,2,2,2,1,2,2,2,2,1,1,2,1,2,2,2,2,0,2,0,2,2,0,0,1,0,2,2,2,2,1,2,2,2,0,0,0,0,2,1,0,0,0,1,1,2,2,0,2,0,0,1,2,2,2,2,2,2,2,2,2,2,0,2,2,2,2,1,2,2,0,0,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,0,2,2,2,2,1,2,2,2,0,0,1,1,0,2,0,2,0,2,2,1,0,1,2,2,2,2,1,1,0,2,2,1,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,1,2,2,0,2,2,2,0,0,2,0,1,1,0,1,1,2,2,2,2,2,2,2,2,1,2,1,2,1,2,0,0,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,1,0,1,1,1,2,2,2,2,1,1,0,2,1,1,2,2,2,1,1,2,1,1,1,2,0,1,1,2,1,2,0,2,2,1,2,2,2,1,1,2,2,2,2,0,2,2,0,2,2,2,2,2,0,0,2,2,1,2,2,2,2,1,1,2,2,0,1,2,2,2,1,2,0,1,1,2,1,2,2,0,1,2,2,2,1,1,1,1,2,2,1,1,1,1,2,2,1,2,1,2,1,0,2,0,2,2,2,2,2,1,2,2,0,2,0,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,1,0,2,2,0,1,0,0,2,0,0,2,1,2,2,2,2,2,2,2,2,2,0,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,0,1,1,0,0,2,2,2,2,0,2,2,2,0,2,1,2,2,2,1,1,1,0,2,2,2,1,2,2,2,2,0,2,2,1,2,2,1,2,2,1,0,2,2,1,2,2,0,0,2,1,2,1,2,1,1,2,1,2,2,0,0,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,2,1,2,2,2,2,2,2,1,2,2,2,1,2,2,1,2,2,2,1,2,1,2,2,2,1,1,2,0,0,2,2,2,2,2,2,1,2,2,2,1,2,2,1,2,2,2,1,2,2,0,1,0,0,0,0,2,2,2,2,2,0,1,2,1,2,2,1,2,2,2,2,2,1,1,2,1,0,0,0,1,1,2,0,1,1,1,2,0,2,2,0,0,2,0,2,1,2,1,2,0,0,1,2,0,2,1,0,0,1,1,0,0,2,"Moi, j'ai mis les grandes chaussettes grises.","Le monsieur, il a fait des grosses bêtises avec son scooter. ",Le petit lapin il mange des carottes. ,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,Moi je veux prendre mon doudou,Tu veux du gâteau Maman? ,Moi ai pris le train,,,Tiens! 
