study_id,form,study,binder_items,id_check,age_mos,sex,date filled,completedby,respname,respno,reactmd,arehngry,aretired,becarefl,bequiet,claphand,cgdiaper,comehere,mdhome,wantmore,dontdo,dontouch,getup,givemom,givehug,givekiss,goget,goodgb,holdstil,gobyebye,lookhere,openmth,sitdown,spitout,stopit,gonight,throwbll,litpiggy,wantride,imitate,label,baabaa,choochoo,cockddld,grr,meow,moo,ouch,quackqck,uhoh,vroom,woofwoof,yumyum,animal,bear,bee,bird,bug,bunny,buttrfly,cat,chicken1,cow,deer,dog,donkey,duck,elephant,fish1,frog,giraffe,goose,horse,kitty,lamb,lion,monkey,mouse,owl,penguin,pig,pony,puppy,sheep,squirrel,teddyber,tiger,turkey,turtle,airplane,bicycle,bus,car,firetrck,motrcycl,stroller,train,truck,ball,balloon,block,book,bubbles,doll,pen,toy,apple,banana,bread,butter,cake,candy,carrots,cereal,cheerios,cheese,chicken2,coffee,cookie,cracker,drink1,egg,fish2,food,icecream,juice,meat,milk,noodles,orange1,peas,pizza,raisin,spaghett,toast,water1,beads,bib,boots,button,coat,diaper,dress,hat,jacket,jeans,necklace,pajamas,pants,shirt,shoe,shorts,sock,sweater,zipper,arm,bllybttn,cheek,ear,eye,face,foot,finger,hair,hand,head,knee,leg,mouth,nose,owie,tooth,toe,tongue,tummy,blanket,bottle,bowl,box,broom,brush,clock,comb,cup,dish,fork,glass,glasses,hammer,keys,lamp,light,medicine,money,paper,penny,picture,pillow,plant,plate,purse,radio,scissors,soap,spoon,telephone,toothbrush,towel,trash,vacuum,watch1,bathroom,bathtub,bed,bedroom,chair,couch,crib,door,drawer,garage,highchar,kitchen,livingrm,oven,playpen,potty,refrigerator,rockingchair,sink,stairs,stove,table,tv,window,backyard,beach,church,flower,garden,home,house,moon,outside,park,party,pool,rain,rock,school,shovel,sky,slide1,snow,star,store,sun,swing1,tree,water2,work1,zoo,aunt,baby,babysttr,babysittername,boy,brother,child,daddy,girl,grandma,grandpa,lady,man,mommy,childname,people,person,sister,teacher,uncle,bath,breakfst,bye,dinner,dont,hello,hi,lunch,nap,nghtnght,no,patycak,peekaboo,please,shh,thankyou,wait,wanna,yes,bite,blow,break,bring,bump,clean1,close,cry,dance,draw,drink2,drive,eat,fall,feed,finish,get,give,go,help,hit,hug,hurry,jump,kick,kiss,look,love,open,play,pull,push,put,read,ride,run,say,see,show,sing,sleep,smile,splash,stop,swim,swing2,take,throw,tickle,touch,watch2,walk,wash,wipe,write,day,later,morning,night,now,today,tomorrow,tonight,allgone,asleep,bad,big,blue,broken,careful,clean2,cold,cute,dark,dirty,dry2,empty,fast,fine,gentle,good,happy,hard,hot,hungry,hurt,little,naughty,nice,old,pretty,red,scared,sick,sleepy,soft,thirsty,tired,wet,yucky,her,his,i,it,me,mine,my,that,this,you,your,how,what,when,where,who,why,away,back,down,in,inside,off,on,out,there,underprep,upprep,allquant,another,more,none,notquant,other,same,some,armshow,reachout,points,waves,pickup,shakhead,nodhead,showhush,request,blowkiss,smacklip,shrugs,playpeek,patycak2,sobig,chase,dosing,dodance,eatspoon,drinkcup,combhair,bshteeth,wipeface,puthat,putshoe,putwatch,ptdsleep,blowhot,flyplane,ptndtele,snifflow,pushcar,throwges,ptndpour,ptndstir,putobed,cover,feedbotl,feedspon,brushit,burbit,pushit,rockit,kissit,dressit,wipeit,talkit,diaperit,sweep,putkey,pound,usesaw,type,ptndread,dovacuum,waterplt,playmus,ptnddriv,washdish,usecloth,usepen,dig,wearglas,playpretend,id,comp_only_items,prod_items,comp_items,id,border,latino,ethnicity,white,momed,comp,compptiles,prod,prodptile
13199,english_wg,totlot3,,13199,16,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13199,,,,13199,2,,,,16,107,22,12,25
13233,english_wg,totlot3,totlot3_18m_4.pdf,13233,17,M,2014-12-18,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,,,,,,1,,,1,,1,1,,,1,o,o,,,,,2,,,,2,,,2,,2,,2,,,,2,,,,2,,,2,2,2,,,,2,,,2,,,,,,2,,,2,,,,,,,2,,,2,2,,2,1,,2,1,,2,2,2,2,,,,1,,,,2,,1,2,2,,,,,,2,,2,,2,,2,2,,,2,,,,,,2,2,,,,,,,,2,,2,,,1,1,,2,2,1,2,1,1,1,1,1,1,2,2,,,,,1,2,2,,,,2,,1,1,,1,1,1,,2,,2,,,,,,,,,1,2,,,,2,1,,1,2,,,2,,,,,1,2,,,1,,,,,1,,,,,,,1,1,,,,,,1,,,2,1,,1,1,,,,,,,,,,,,2,,,,2,1,,,,1,2,1,2,,,,2,2,,,1,,,2,1,2,1,1,,2,,2,2,2,,2,2,2,2,2,,,2,1,,1,,1,1,,1,1,1,1,1,,,2,1,,2,2,,1,,,,1,1,1,,1,,,,1,,,,,1,,2,1,1,2,1,,,,1,,,2,2,,,,,,,,,,,2,,,,,2,2,1,1,,,2,,1,,,2,,,,2,2,,,,,,,,,,2,,,,,2,,,,,2,,,,,,,,,,,,,,,,,,1,1,,,1,,,,2,,,,,,s,s,o,o,o,s,s,o,o,s,o,o,1,0,0,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0,1,1,1,1,1,1,0,1,1,0,1,1,13233,65,88,153,13233,1,0,W,White,16,156,27,88,77
13233,english_wg,totlot3,,13233,15,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13233,,,,13233,1,0,W,White,16,120,38,51,84
13293,english_wg,totlot3,,13293,15,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13293,,,,13293,1,1,A/W,Non-White,18,182,53,44,65
13293,english_wg,totlot3,totlot3_18m_4.pdf,13293,18,F,2015-02-26,Mother,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,o,o,2,2,2,,2,2,2,2,2,,2,2,2,2,2,2,,2,2,2,2,2,,2,1,2,2,1,2,1,,2,2,,2,2,2,2,,2,,,2,,,2,,2,2,2,2,2,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,2,1,1,1,2,1,2,,2,2,2,,,2,2,2,2,2,2,2,1,2,,,2,2,,,2,2,2,2,,2,2,2,2,,2,2,2,2,2,,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,2,,,2,,2,2,2,,2,,2,,,2,,2,2,,,2,,,2,2,2,2,2,2,2,2,1,1,2,1,2,1,,2,1,,2,1,1,,,2,,,,2,,2,2,2,2,,1,2,,2,,2,2,2,,,2,2,,,2,2,1,2,2,,2,2,2,2,,2,2,,2,2,2,,2,2,2,2,,,2,2,2,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,2,2,2,2,2,2,2,1,1,1,1,1,2,1,2,1,2,1,2,2,2,2,1,2,2,1,2,2,1,1,2,1,2,2,2,,1,1,2,1,2,2,1,2,2,2,2,1,1,1,,,1,,1,,2,1,,2,,2,,2,2,2,2,2,2,,2,,2,2,2,1,2,2,1,2,,2,,,,,,2,,2,1,2,2,1,1,1,2,2,2,2,2,2,2,2,,,,2,,2,1,2,2,2,1,2,2,2,2,,2,1,,2,1,,,1,2,o,o,o,o,o,o,o,s,o,o,s,o,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,,13293,55,254,309,13293,1,1,A/W,Non-White,18,306,63,250,91
13304,english_wg,totlot3,,13304,16,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13304,,,,13304,1,0,W,White,18,134,24,10,14
13326,english_wg,totlot3,totlot3_18m_4.pdf,13326,18,M,2015-01-08,Mother,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,s,n,2,1,,,2,2,1,1,1,1,1,1,1,2,1,1,,1,1,1,1,,,1,,1,1,1,1,1,,,1,,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,,,1,1,1,1,1,1,1,,,,1,1,,,,,,,,,1,1,,1,1,1,1,1,1,1,1,,,1,,1,,,1,1,1,1,1,,,1,1,1,1,,1,,,,1,1,2,2,1,1,,2,1,1,,,1,1,,1,1,1,1,1,1,1,1,,1,,1,1,1,1,1,1,,1,1,1,1,,1,,1,1,1,1,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,1,1,,1,,1,1,,,1,1,1,1,1,1,,,1,,1,1,1,1,1,,,1,1,1,1,,1,1,1,1,1,1,1,1,,,,1,,1,1,,,1,1,1,1,1,1,1,1,1,1,1,,,1,1,2,1,1,1,1,1,1,1,1,,1,,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,,,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,1,1,1,1,1,1,,1,1,1,1,1,1,1,,,1,,,,,,,1,1,,1,1,1,1,,1,,1,1,1,1,,,1,,1,,2,1,,,,,,,1,,,1,,1,1,1,1,,,,,,,,,,,,,1,,1,,,,1,1,1,1,1,1,1,1,1,1,,,1,1,,,,,o,o,o,s,o,o,n,n,n,o,n,n,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0,1,0,1,0,0,1,0,1,1,0,1,1,1,0,1,1,1,1,,13326,264,11,275,13326,2,0,A/W,Non-White,18,283,70,10,9
13326,english_wg,totlot3,,13326,15,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13326,,,,13326,2,0,A/W,Non-White,18,196,71,5,25
13332,english_wg,totlot3,,13332,15,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13332,,,,13332,1,0,W,White,16,179,66,7,29
13332,english_wg,totlot3,totlot3_18m_4.pdf,13332,18,M,2015-01-27,Mother,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,s,s,2,2,2,2,1,2,2,2,2,2,2,2,,2,1,2,1,1,1,1,2,2,,2,,2,1,2,,,2,1,1,,2,1,1,1,1,1,,1,1,1,1,1,,,2,2,2,2,1,1,1,2,2,2,1,2,2,1,,1,1,1,2,1,,,,1,1,1,2,1,1,1,1,1,2,1,1,1,2,,1,1,1,1,1,,1,1,1,,1,1,1,1,1,,2,1,1,1,1,1,1,2,,2,,1,1,1,2,2,2,1,1,1,2,2,1,1,1,1,1,2,1,,1,1,1,1,1,1,1,2,1,1,1,,1,,1,,2,,1,1,,1,,1,1,1,1,1,,,1,1,1,1,1,1,1,,,1,1,1,1,,,1,,1,1,1,,1,,,1,1,1,1,,1,,,1,,,1,,1,,1,2,1,,,1,1,1,,1,1,1,1,1,1,1,1,1,1,,2,1,,,,,,2,,2,2,,,2,2,,,,1,2,2,1,2,1,1,2,2,1,1,2,2,,1,2,2,2,1,1,2,1,1,,1,1,1,1,1,1,1,1,1,1,1,,,1,1,2,2,1,1,,1,1,1,1,1,1,1,,,,1,1,1,1,2,,1,1,1,1,1,1,1,,1,1,,1,1,1,1,,,,1,1,,,,,2,1,,,,,1,1,1,,1,1,,,1,,1,,1,,2,1,,,1,,,,,,,1,1,1,1,1,1,,,2,,1,1,,2,2,1,1,,,,1,1,,,,2,1,1,2,1,1,2,2,2,,1,2,,,2,,,o,o,o,o,o,o,o,o,o,o,o,o,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,13332,210,77,287,13332,1,0,W,White,16,286,71,76,47
13346,english_wg,totlot3,,13346,15,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13346,,,,13346,1,0,W,White,18,39,8,1,10
13346,english_wg,totlot3,totlot3_18m_4.pdf,13346,18,M,2015-03-09,Mother,1,1,1,,,1,,1,1,,,,,,,,1,1,1,,,1,,,,,,1,1,,,s,o,,2,,,1,1,,1,2,,2,,,,,1,,,1,2,,1,,2,,1,,,,,,1,1,,,,,,,1,,,,1,,1,,,1,,1,2,,1,,1,2,2,1,,1,2,,,,,2,,,,,1,1,,1,,1,2,1,,,,,1,,,1,,1,,,,,,2,,,,1,,1,,2,,,,,,,2,,1,,,,1,,1,1,,1,,1,,,,,,1,,1,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,1,1,1,1,,1,,,,,,,,,,1,,,,,,,,1,1,,,1,,,,,,,,,,,,1,2,1,,,,2,,,,,,2,,,1,1,2,,,,2,,,,,,2,,1,1,,,2,1,,1,,,,1,1,2,,1,,2,,,2,2,,,,,,,1,,,,,,,1,,,1,,,,,,,,,,1,,,1,,1,,1,1,,1,,,,,,,1,,,,,,1,,1,,,,1,,,,,,,,,1,,,,,,,1,,,,,,1,,,,,,,,,,1,,,,2,1,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,1,,,,,,,1,1,1,,1,2,,,2,,,,,,s,s,o,s,o,s,s,n,o,s,s,s,1,0,0,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,1,0,0,1,1,0,1,1,0,1,,13346,83,28,111,13346,1,0,W,White,18,111,9,30,15
13364,english_wg,totlot3,totlot3_16m_3.pdf,13364,14,M,2014-08-04,Mother,1,1,1,,,,,,,,,,,,,,1,1,,,,,1,1,,,,,1,,,s,n,,,,,,,,,,2,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,1,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,1,,1,,,,,,,,,1,,,,,,1,,,,,,,,,,,,1,,,,,,1,,1,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,1,1,,,,,,1,,,,1,1,1,,,,1,,1,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,1,,,,1,1,,1,,,,,,,,,1,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,o,o,n,n,o,s,s,n,s,n,n,n,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,1,1,,13364,37,1,38,13364,2,0,W,White,18,40,12,1,20
13503,english_wg,totlot3,totlot3_18m_4.pdf,13503,18,M,2015-05-28,Mother,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,o,s,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,1,1,2,1,1,1,1,,1,,,,,,,2,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,,1,2,2,2,2,1,1,1,1,1,2,1,1,2,2,1,2,1,2,2,2,1,2,,1,1,1,2,1,2,1,1,1,2,2,2,,1,1,1,2,1,2,,1,1,2,2,,1,,2,,1,,2,1,,,1,2,2,2,,2,,1,1,2,1,2,2,1,2,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,2,1,,1,1,,1,1,2,1,2,1,2,,2,1,,1,,1,,1,1,,1,,1,2,2,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,,1,,1,1,,1,1,1,1,,1,1,1,,1,1,2,1,2,2,2,,1,2,2,,1,1,1,,2,1,2,2,1,2,1,,,2,,,1,,1,2,1,2,2,1,2,2,1,1,2,,,,2,1,2,1,1,2,2,1,2,1,2,,1,1,2,1,2,1,2,2,1,,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,2,1,1,,2,1,1,1,1,1,2,2,1,1,1,2,2,1,2,1,1,1,1,1,2,1,2,1,1,1,1,2,2,2,1,,1,1,,,1,,,,2,1,,1,2,1,1,1,1,1,1,1,2,1,1,,1,1,1,1,2,1,1,,,,,,,1,,1,1,1,1,2,1,1,1,1,1,2,2,1,1,1,2,1,,1,,1,1,,1,1,2,2,1,2,2,2,1,,2,1,1,2,1,1,,1,1,o,o,o,o,s,o,o,s,o,s,s,s,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,1,0,0,1,1,0,0,1,0,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,,13503,216,113,329,13503,1,0,W,White,18,329,89,112,73
13503,english_wg,totlot3,totlot3_16m_2_5.pdf,13503,15,M,2015-03-05,Mother,1,1,1,1,,1,,1,1,1,1,1,1,1,1,1,1,1,1,,,1,1,1,1,1,1,1,1,1,1,s,s,2,2,1,2,2,2,1,2,2,2,2,1,1,2,1,2,1,1,1,1,1,1,,2,,1,1,2,1,2,,1,1,1,1,1,2,1,,1,,1,1,1,1,1,,1,1,2,2,1,1,1,1,1,1,2,1,1,2,2,,,1,2,2,1,,,,1,1,,1,1,1,,1,1,2,,1,,,1,1,1,1,1,,,,2,2,,1,,2,,1,,2,1,,1,1,1,1,1,,2,,1,1,2,1,1,2,1,1,,1,1,1,,1,1,2,1,1,1,1,1,,1,,1,,1,,,1,,1,,2,1,1,,2,1,,1,,,,1,,,,,,1,1,,1,1,1,1,1,1,1,1,1,1,,1,,1,1,1,,,,,1,,1,1,1,1,,,,,,1,,1,1,1,2,1,,,,,,1,1,1,,2,1,,1,1,2,1,,,2,,,,,,2,,2,1,,,2,1,1,1,,,,1,2,2,1,1,1,2,1,1,1,2,,1,2,1,1,1,1,2,2,1,,1,1,,,1,,,1,1,2,,,1,1,1,1,2,,1,,1,1,1,1,,1,2,,,1,1,1,,1,1,,,1,,,1,,1,,1,1,1,1,1,1,,,,1,,,,,,,1,,,,,,1,,1,,,,,,,,1,1,1,,2,1,1,,,1,,,,,,1,1,1,1,,1,,,,,,,,2,1,,,,2,,2,1,,,1,2,1,,2,1,,1,,2,,,1,,,,,,o,s,o,o,o,s,n,n,s,s,s,n,1,0,0,1,0,1,1,1,1,1,0,1,1,0,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1,1,1,0,1,1,0,0,0,1,0,,13503,186,57,243,13503,1,0,W,White,18,242,85,54,86
13604,english_wg,totlot3,totlot3_18m_4.pdf,13604,18,M,2015-04-27,Mother,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,o,o,1,1,2,,2,2,1,1,2,1,2,2,,,1,1,1,1,,1,,,,1,,,,,,,,,2,,,1,1,,,1,,1,,,,,,,1,,,1,1,,1,,,2,1,1,2,1,1,,1,1,2,1,,,1,,,1,2,,,2,2,2,1,,1,1,2,,2,,1,,,,,,2,,,,,,1,,1,,,1,1,,1,2,1,,,,1,1,1,2,2,1,1,1,2,1,1,1,1,2,2,1,1,1,,1,1,2,1,1,1,1,,,1,1,1,1,,,1,,,,,1,,,,,1,,,,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,,,,,,,1,1,,,1,1,,1,2,,,,1,,,1,1,,2,1,2,,,,2,2,,,,,,1,1,2,1,1,2,2,1,2,2,2,1,1,2,2,2,1,2,2,1,1,,1,,1,1,1,1,1,2,1,2,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,,,1,1,1,1,1,,,1,2,1,1,1,1,,1,1,1,1,,,,1,1,,1,1,1,,1,1,1,1,,2,,,1,,,1,1,1,1,,1,1,,,1,,,,1,1,1,,1,1,,1,1,,1,1,1,1,1,2,2,2,1,1,2,,1,1,1,,,1,,o,o,o,o,o,o,o,o,o,s,o,o,1,0,0,1,1,,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,13604,213,50,263,13604,2,0,W,White,16,263,62,50,25
