study_id,form,study,binder,sex,date filled,age_days,age_mos,completedby,marked words doesn't say,baabaa,choochoo,cockddld,grr,meow,moo,ouch,quackqck,uhoh,vroom,woofwoof,yumyum,alligatr,animal,ant,bear,bee,bird,bug,bunny,buttrfly,cat,chicken1,cow,deer,dog,donkey,duck,elephant,fish1,frog,giraffe,goose,hen,horse,kitty,lamb,lion,monkey,moose,mouse,owl,penguin,pig,pony,puppy,rooster,sheep,squirrel,teddyber,tiger,turkey,turtle,wolf,zebra,airplane,bicycle,boat,bus,car,firetrck,helicptr,motrcycl,sled,stroller,tractor,train,tricycle,truck,ball,balloon,bat,block,book,bubbles,chalk,crayon,doll,game,glue,pen,pencil,playdogh,present,puzzle,story,toy,apple,applesac,banana,beans,bread,butter,cake,candy,carrots,cereal,cheerios,cheese,chicken2,chocolat,coffee,coke,cookie,corn,cracker,donut,drink1,egg,fish2,food,frnchfrs,grapes,greenbns,gum,hamburgr,ice,icecream,jello,jelly,juice,lollipop,meat,melon,milk,muffin,noodles,nuts,orange1,pancake,pentbttr,peas,pickle,pizza,popcorn,popsicle,potato,potatchp,pretzel,pudding,pumpkin,raisin,salt,sandwich,sauce,soda,soup,spaghett,strwbrry,toast,tuna,vanilla,vitamins,water1,yogurt,beads,belt,bib,boots,button,coat,diaper,dress,gloves,hat,jacket,jeans,mittens,necklace,pajamas,pants,scarf,shirt,shoe,shorts,slipper,sneaker,snowsuit,sock,sweater,tights,undrpnts,zipper,ankle,arm,bllybttn,buttocks,cheek,chin,ear,eye,face,feet,finger,hair,hand,head,knee,leg,lips,mouth,nose,owie,penis,shoulder,tooth,toe,tongue,tummy,vagina,basket,blanket,bottle,box,bowl,broom,brush,bucket,camera,can1,clock,comb,cup,dish,fork,garbage,glass,glasses,hammer,jar,keys,knife,lamp,light,medicine,money,mop,nail,napkin,paper,penny,picture,pillow,plant,plate,purse,radio,scissors,soap,spoon,tape,telephon,tissue,tothbrsh,towel,trash,tray,vacuum,walker,watch1,basement,bathroom,bathtub,bed,bedroom,bench,chair,closet,couch,crib,door,drawer,dryer,garage,highchar,kitchen,livingrm,oven,playpen,porch,potty,refrigerator,rockingchair,room,shower,sink,sofa,stairs,stove,table,tv,washingmachine,window,backyard,cloud,flag,flower,garden,grass,hose,ladder,lawnmowr,moon,pool,rain,rock,roof,sandbox,shovel,sidewalk,sky,slide1,snow,snowman,sprinklr,star,stick,stone,street,sun,swing1,tree,water2,wind,beach,camping,church,circus,country,downtown,farm,gasstation,home,house,movie,outside,park,party,picnic,playgrnd,school,store,woods,work1,yard,zoo,aunt,baby,babysttr,babysittername,boy,brother,child,clown,cowboy,daddy,doctor,fireman,friend,girl,grandma,grandpa,lady,mailman,man,mommy,nurse,childname,people,person,petname,police,sister,teacher,uncle,bath,breakfst,bye,callnphn,dinner,givemefv,gonnagty,gopotty,hi,hello,lunch,nap,nghtnght,no,patycak,peekaboo,please,shh,shopping,snack,sobig,thankyou,thslttlp,turnarnd,yes,bite,blow,break,bring,build,bump,buy,carry,catch,chase,clap,clean1,climb,close,cook,cover,cry,cut,dance,draw,drink2,drive,drop,dry1,dump,eat,fall,feed,find,finish,fit,fix,get,give,go,hate,have,hear,help,hide,hit,hold,hug,hurry,jump,kick,kiss,knock,lick,like,listen,look,love,make,open,paint,pick,play,pour,pretend,pull,push,put,read,ride,rip,run,say,see,shake,share,show,sing,sit,skate,sleep,slide2,smile,spill,splash,stand,stay,stop,sweep,swim,swing2,take,talk,taste,tear,think,throw,tickle,touch,wait,wake,walk,wash,watch2,wipe,wish,work2,write,allgone,asleep,awake,bad,better,big,black,blue,broken,brown,careful,clean2,cold,cute,dark,dirty,dry2,empty,fast,fine,first,full,gentle,good,green,happy,hard,heavy,high,hot,hungry,hurt,last,little,long,loud,mad,naughty,new,nice,noisy,old,orange2,poor,pretty,quiet,red,sad,scared,sick,sleepy,slow,soft,sticky,stuck,thirsty,tiny,tired,wet,white,windy,yellow,yucky,after,before,day,later,morning,night,now,time,today,tomorrow,tonight,yesterdy,he,her,hers,him,his,i,it,me,mine,my,myself,our,she,that,their,them,these,they,this,those,us,we,you,your,yourself,how,what,when,where,which,who,why,about,above,around,atprep,away,back,behind,beside,byprep,down,for,here,inside,into,nextto,of,off,on,ontopof,out,over,there,toprep,underprep,upprep,withprep,a,allquant,alot,an,another,any,each,every,more,much,notquant,none,other,same,some,the,too,am,are,be,can2,could,did,do,does,dont,gonna,gotta,hafta,is,lemme,need,try,wanna,was,were,will,would,andconn,because,but,ifconn,soconn,thenconn,usepastB1,usefutB2,usemissB3,usecmplB4,usepossB5,spluralA1,spossessA2,ingA3,edA4,children,feet,men,mice,teeth,ate,blew,bought,broke,came,drank,drove,fell,flew,got,had,heard,held,lost,made,ran,sat,saw,took,went,blockses,childrns,childs,feets,foots,mans,mens,mices,mouses,shoeses,sockses,teeths,toeses,tooths,ated,blewed,blowed,bringed,buyed,breaked,broked,camed,comed,doed,dranked,drinked,eated,falled,flied,getted,goed,gotted,haved,heared,holded,losed,losted,maked,ranned,runned,seed,satted,sitted,taked,wented,combine,complex1,complex2,complex3,complex4,complex5,complex6,complex7,complex8,complex9,complex10,complex11,complex12,complex13,complex14,complex15,complex16,complex17,complex18,complex19,complex20,complex21,complex22,complex23,complex24,complex25,complex26,complex27,complex28,complex29,complex30,complex31,complex32,complex33,complex34,complex35,complex36,complex37,id,prod_items,complex_items,Subnum,border,numkidsfam,ethnicity,race,eth,momed,hollingshead,prod,prodptile,complex,complexptile,m3l
10002,english_ws,totlot2,totlot2_21m.pdf,M,2005-07-29,651,21,NA,,,1,,,,1,1,1,1,,,1,,,,,,1,1,,,,,1,,1,,,,1,1,,,,1,,,,,,,,,,,,,,1,,,,,,,,,1,,1,,,,,,,1,,,1,1,,1,,1,,,,,,,,,,,,,1,,1,,1,1,1,,,1,1,1,,1,,,1,,1,,,,,,1,,,,,,1,1,,1,,,,1,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,1,,,1,,,,,,,1,,,,,,,1,,1,,,,,1,,,,,,,,,,,1,1,,1,,1,1,,,,,1,1,1,,,,,1,1,,,,,1,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,1,,,1,,,1,1,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,1,1,1,,,,1,,,,,1,1,,,,1,,,,,1,,,,,,1,1,1,,1,,,1,1,,,1,,1,1,1,,,,,1,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n,n,n,o,n,n,n,n,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10002,97,0,10002,2,2,A,A,NA,18,63,97,38,0,60,1
10002,english_ws,totlot2,totlot2_24m_1.pdf,M,2005-11-30,775,25,NA,,,,1,1,,1,1,1,1,,1,1,,1,,1,1,1,1,1,,1,1,1,,1,,1,1,1,1,1,,,1,,,1,1,,1,,,1,,1,,1,1,,1,,1,,1,1,1,1,1,1,,1,,,1,,1,,1,1,1,,1,1,1,,1,,,,1,,,1,1,,1,1,,1,,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,,,,,1,1,,1,,,,1,1,1,1,1,1,,,,1,,,1,1,,,,1,1,,,,,,1,1,,,1,1,1,,,,,,,1,,,1,1,,,,,1,,,1,,,,,1,,,,,,1,1,1,,,1,1,,1,,1,1,1,,,,1,1,1,,,,,,,,,1,,,1,,,,,,1,,1,,1,,,,,,1,,,1,,,,,1,,,,,,1,,,,1,1,,1,,,,,,,,,,,,1,,,1,,,1,1,,,,,,,,,,1,,,1,,,,,,1,1,,,,,,1,,,,,,,,1,1,,,,,,,,,,,1,,,,,,1,,,,,,,,,,1,,,1,,,,,1,1,,,,,1,1,,1,,,,,,1,,,,,1,1,1,,1,1,,1,,,1,,,,,,,1,1,,1,,,,1,,1,,1,,,1,,,1,,1,,,,1,1,,,,1,,1,1,,,,,,,,,,1,,,,,,,1,,,,,,,1,,,,,,,,,,1,,1,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,1,,,,,,,,1,1,,,,,1,,,,,,,,,,1,,,,,,,,,1,1,,,1,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n,s,o,o,o,n,n,n,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10002,188,0,10002,2,2,A,A,NA,18,63,158,32,0,35,2.7
10002,english_ws,totlot2,totlot2_30m_1.pdf,M,2006-05-08,934,30,NA,,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,,,1,1,1,,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,,,,,,,1,,1,1,,,,,,,,,,1,,,,1,,,,1,,1,,1,1,,,,,1,1,1,1,1,1,,1,1,1,1,,1,1,1,1,1,,,1,1,1,,,,,1,,,,1,,,1,,1,1,,1,,,,,,,,,1,1,,,,1,,1,1,1,1,,,1,1,1,,,,o,o,o,o,o,n,s,o,o,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,o,1,1,1,2,1,1,1,2,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,,1,1,2,1,1,10002,591,8,10002,2,2,A,A,NA,18,63,600,77,8,27,7.3
10003,english_ws,totlot2,totlot2_21m.pdf,M,2005-08-22,654,21,NA,,,1,,1,1,,1,,1,1,1,1,1,,1,,,1,1,1,1,1,,,,1,,1,1,1,1,1,,,1,1,,1,1,,,,,,,1,,,,,,1,1,,1,1,,1,1,1,1,1,1,,,1,1,,1,1,1,,1,1,1,,,,,,,,,,1,,1,1,1,1,,1,,1,1,,1,1,1,,1,1,,1,,1,,1,1,1,1,1,1,,1,,1,1,,,1,,1,,1,,1,,1,1,,,,1,1,,1,1,1,,,1,,,,1,,,,,,,1,1,1,,,1,,1,,1,,,1,,,,,,,,1,1,,,,,1,,,,,,,1,1,1,1,1,1,,1,1,1,1,1,,,1,,1,1,1,,1,1,,1,,1,1,,1,,,1,1,,,1,,,,,1,1,1,,,1,,,1,1,1,,,,,1,1,1,,,,,,,,,1,,1,,1,,1,,,,,1,1,,,1,,,,,,,,1,,,,,,1,,,,1,,,,,,1,,,,,,1,,,,,,,,1,1,,,,,,,,,,1,1,,1,,,1,1,,,,,,,,,,1,,,1,1,,,,1,1,,1,,,1,1,,1,,1,,,,1,,1,,,1,1,,,,1,,1,1,,1,,,,1,1,,1,1,,1,1,1,1,1,1,1,1,1,,1,1,1,1,,,1,,,1,,1,1,,,1,,,,,,,,,,,1,,,,1,,,,,1,1,,,,,1,,,1,,,,1,1,,1,,1,1,,1,1,,,,,1,,1,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,1,1,1,,1,1,,1,1,1,,,1,,,,,,,,1,1,,,1,,1,1,1,,,,,,,,,,,1,,,,1,,,,1,,,,1,,,1,1,,,1,1,,,,,,,,,,,,,,,,,,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,1,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,o,n,o,o,o,s,n,s,n,,1,,,1,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,o,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10003,237,2,10003,1,2,P,P,NA,14,55,237,71,2,83,4
10003,english_ws,totlot2,totlot2_24m_1.pdf,M,2005-11-16,740,24,NA,,,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,,1,1,1,1,1,1,1,,1,,1,1,1,1,1,,,1,1,,1,1,,1,1,1,1,,1,1,,1,1,1,,1,,1,1,1,1,1,1,1,1,1,,1,1,1,,1,1,1,,1,1,1,,1,1,1,,1,1,,,1,1,1,1,1,1,,1,,1,1,1,1,1,1,1,1,1,,1,,1,1,1,1,1,1,1,1,,1,1,1,1,,,1,1,1,,1,,1,1,1,1,,1,,1,1,1,1,1,1,,,1,,1,,1,,,1,1,,,1,1,1,,,1,1,1,,1,,,1,1,,,,,1,,1,1,,1,,,1,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,,,1,,1,1,,1,1,1,1,1,1,1,,1,,1,,1,,1,1,,1,1,,1,,,1,1,1,,,,1,,1,1,,1,,,,,1,,1,,1,,1,,1,,,,1,,1,,,,,,,1,,,,1,,,,,,1,,,,1,,,1,,1,1,,1,,,,1,,,,1,,1,,1,1,,,1,1,,,,1,,1,,,,1,1,1,1,,,,1,1,,,1,,1,1,1,1,1,,,,,1,,1,,1,1,1,1,1,,,,,1,1,1,,,1,1,1,,1,,1,,,1,,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,,1,1,,1,1,,,1,,,,,1,1,,1,,,1,,1,1,1,1,1,,,,1,1,1,,,1,1,,1,,,,1,,,1,,1,1,,1,1,,,,1,1,,1,,,1,,,,,,1,1,,,1,1,,1,1,1,1,,1,,,,,,,1,,,,,,,,,,1,1,,,,1,,1,,1,,1,,,1,1,1,1,1,1,1,1,1,1,,,1,,,1,,,,1,1,1,,,1,,1,1,1,,,,,,,,,,,1,,,,1,,1,,1,,,,1,,,1,1,1,,1,1,,,,,1,1,,,,,,1,1,,,,,,,1,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,1,,,,,,,1,1,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,o,s,o,o,o,s,n,s,n,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,o,2,2,2,2,1,2,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,10003,337,8,10003,1,2,P,P,NA,14,55,341,66,9,81,5
10003,english_ws,totlot2,totlot2_30m_1.pdf,M,2006-05-11,916,30,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,,,1,1,1,1,1,1,,1,1,,,,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,,1,1,,1,,,1,1,1,,1,,1,1,1,1,,1,1,1,,1,1,,1,,1,1,1,,1,,,,1,1,1,1,,1,1,1,1,1,,,1,1,1,1,,,,1,1,,1,1,,,1,,1,1,,1,,,,1,,1,1,1,,1,1,1,1,,,1,1,1,1,1,1,,1,1,,1,1,1,1,1,1,1,,1,1,,1,1,1,1,1,1,1,1,,,,1,1,,1,1,1,1,1,,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,,1,1,1,1,1,1,1,,,,1,1,1,,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,,,,1,,1,,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,,,1,,o,,o,o,o,o,o,,,,1,,,,1,,,1,,1,,1,,,,1,,1,1,,,,,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,o,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,1,,10003,589,30,10003,1,2,P,P,NA,14,55,586,74,30,55,9.7
10004,english_ws,totlot2,totlot2_21m.pdf,M,2005-08-22,645,21,NA,,1,1,1,,1,1,1,1,1,,1,,1,,,1,1,1,,,,1,,1,,,,1,,1,,1,,,1,1,,,,,,1,,1,,1,,,,,,,,,,1,,1,1,1,,,,,,1,1,,1,1,1,1,,1,1,,,,,,,,,,,,,1,,1,,,,1,,,,,,,,1,,1,,1,,,1,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,1,1,,1,,,1,,,,,,1,1,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,1,1,,,,,,1,,,,,,,,,,1,,1,,,1,,,,,1,,1,,,,,,1,,,,1,1,,,1,1,,,,1,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,1,,,,,,,1,,,,,,,,,,1,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,s,s,s,s,s,n,s,n,n,,,,,,,,,1,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10004,95,0,10004,1,2,W,W,NA,16,66,95,38,0,60,3.3
10004,english_ws,totlot2,totlot2_24m_1.pdf,M,2005-12-06,751,24,NA,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,,1,1,,1,1,,,,1,1,,1,1,1,1,1,,1,1,1,1,1,1,,1,1,,,1,1,,1,1,1,1,1,1,1,,,,,,,1,,1,1,1,1,1,,1,1,,1,1,1,1,,1,1,1,1,1,,1,,1,,1,1,1,1,,1,,,,,1,,,1,,1,,1,,,,1,1,1,,1,1,,,,1,,,,,,1,1,,,,1,,,,,1,1,,1,1,1,,1,1,,,1,1,1,,1,1,1,,1,1,,,,,1,,,,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,,1,1,,1,1,,1,1,1,1,1,,1,1,1,,1,,1,,1,,,1,1,,1,,,1,,1,,,,1,,1,,,,,,1,,1,,,,1,1,1,,1,,1,,1,,1,,,1,,,,1,,,,,1,,,,,1,,,,1,,,,,,,,1,,1,1,1,,1,,,,1,,1,1,,,1,,1,1,,1,,1,1,,,1,1,1,1,1,,,,,,,,,1,1,,1,,,,,,1,,1,,,,1,,1,1,,,,,1,,,1,,1,1,,,1,1,,,1,,,,,,,1,,1,,1,1,,,1,1,1,1,1,1,,1,1,,1,,,,,,1,1,1,,,,,,,1,,,,,1,,,1,,,,1,,,,,1,,1,,1,,1,,,1,,,,1,,,1,1,,1,,,,,,,,1,,1,,,1,,,,,,1,1,,1,,1,,,,1,1,,1,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,1,,1,,,1,1,1,1,,1,,1,1,1,1,,1,1,,,,,,1,1,,,1,1,1,,,,,,,,,,,,1,,1,,1,,1,,1,,,,1,1,1,,1,,1,1,1,,,,,,1,,,,,,,,,,,,1,,,1,1,,,,1,,,,,1,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,1,,,,,,,,1,,,,,,1,,,,,,,,,1,,,,,,,,,1,1,,,,,,,,,,,o,o,o,o,o,o,o,o,n,,1,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,o,2,2,2,2,1,1,2,2,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,2,2,1,,1,,1,1,1,10004,292,11,10004,1,2,W,W,NA,16,66,311,60,12,84,5.7
