itemID,definition,category,item,type,choices,gloss,uni_lemma
item_49,fuglur,animals,ii_3_10,word,produces,bird,bird
item_50,gás,animals,ii_3_11,word,produces,goose,goose
item_51,gásarungi,animals,ii_3_12,word,produces,gosling,
item_52,giraffur,animals,ii_3_13,word,produces,giraffe,giraffe
item_53,grísur,animals,ii_3_14,word,produces,piglets,
item_54,hani,animals,ii_3_15,word,produces,rooster,rooster
item_55,hara,animals,ii_3_16,word,produces,hare,hare
item_56,hestur,animals,ii_3_17,word,produces,horse,horse
item_57,(hunda)hvølpur,animals,ii_3_18,word,produces,puppy,puppy
item_58,hundur,animals,ii_3_19,word,produces,dog,dog
item_59,hvalur,animals,ii_3_20,word,produces,whale,whale
item_60,høna,animals,ii_3_21,word,produces,hen,hen
item_61,høsnarungi,animals,ii_3_22,word,produces,chick,chick
item_62,íkorn,animals,ii_3_23,word,produces,squirrel,squirrel
item_63,kanin,animals,ii_3_24,word,produces,rabbit,rabbit
item_64,ketta,animals,ii_3_25,word,produces,cat,cat
item_65,kettlingur,animals,ii_3_26,word,produces,kitten,kitten
item_66,kópur,animals,ii_3_27,word,produces,seal,seal (animal)
item_67,krabbi,animals,ii_3_28,word,produces,crab,crab
item_68,krokodilla,animals,ii_3_29,word,produces,crocodile,crocodile
item_69,kúgv,animals,ii_3_30,word,produces,cow,cow
item_70,lamb,animals,ii_3_31,word,produces,lamb,lamb
item_71,likka,animals,ii_3_32,word,produces,gull,seagull
item_72,leyva,animals,ii_3_33,word,produces,lion,lion
item_73,lundi,animals,ii_3_34,word,produces,puffin,
item_74,mús,animals,ii_3_35,word,produces,mouse,mouse
item_75,pingvin,animals,ii_3_36,word,produces,penguin,penguin
item_76,ponyhestur,animals,ii_3_37,word,produces,pony,pony
item_77,sebra,animals,ii_3_38,word,produces,zebra,zebra
item_78,seyður,animals,ii_3_39,word,produces,sheep,sheep
item_79,skjaldbøka,animals,ii_3_40,word,produces,turtle,turtle
item_80,summarfuglur,animals,ii_3_41,word,produces,butterfly,butterfly
item_81,tikari,animals,ii_3_42,word,produces,tiger,tiger
item_82,tjaldur,animals,ii_3_43,word,produces,oystercatcher,
item_83,ugla,animals,ii_3_44,word,produces,owl,owl
item_84,úlvur,animals,ii_3_45,word,produces,wolf,wolf
item_85,vespa,animals,ii_3_46,word,produces,hornet,
item_86,barnavognur,vehicles,ii_4_1,word,produces,stroller,stroller
item_87,bátur,vehicles,ii_4_2,word,produces,boat,boat
item_88,bilur,vehicles,ii_4_3,word,produces,car,car
item_89,brandbilur,vehicles,ii_4_4,word,produces,fire engine,firetruck
item_90,bussur,vehicles,ii_4_5,word,produces,bus,bus
item_91,flogfar,vehicles,ii_4_6,word,produces,airplane,airplane
item_92,lastbilur,vehicles,ii_4_7,word,produces,truck,truck
item_93,motorsúkkla,vehicles,ii_4_8,word,produces,motorcycle,motorcycle
item_94,skutari,vehicles,ii_4_9,word,produces,scooter,
item_95,sleta,vehicles,ii_4_10,word,produces,sled,sled
item_96,súkkla,vehicles,ii_4_11,word,produces,bicycle,bicycle
item_97,tok,vehicles,ii_4_12,word,produces,train,train
item_98,traktorur,vehicles,ii_4_13,word,produces,tractor,tractor
item_99,tríhjólað súkkla,vehicles,ii_4_14,word,produces,tricycle,tricycle
item_100,tyrla,vehicles,ii_4_15,word,produces,helicopter,helicopter
item_101,ballón,toys,ii_5_1,word,produces,balloon,balloon
item_102,blýantur,toys,ii_5_2,word,produces,pencil,pencil
item_103,bók,toys,ii_5_3,word,produces,book,book
item_104,bóltur,toys,ii_5_4,word,produces,ball,ball
item_105,dukka,toys,ii_5_5,word,produces,doll,doll
item_106,gáva,toys,ii_5_6,word,produces,gift,present
item_107,krit,toys,ii_5_7,word,produces,chalk,chalk
item_108,lego,toys,ii_5_8,word,produces,lego,blocks
item_109,lím,toys,ii_5_9,word,produces,glue,glue (object)
item_110,leikutoy,toys,ii_5_10,word,produces,toy,toy (object)
item_111,klossar,toys,ii_5_11,word,produces,clogs,
item_112,modellervoks,toys,ii_5_12,word,produces,play dough,play dough
item_113,pennur,toys,ii_5_13,word,produces,pens,pen
item_114,puslispæl,toys,ii_5_14,word,produces,puzzle,puzzle
item_115,sápubløðrur,toys,ii_5_15,word,produces,bubbles,bubbles
item_116,spæl,toys,ii_5_16,word,produces,game,game
item_117,søga,toys,ii_5_17,word,produces,story,story
item_118,tussj,toys,ii_5_18,word,produces,marker,marker
item_119,agurk,food_drink,ii_6_1,word,produces,cucumber,cucumber
item_120,appelsin,food_drink,ii_6_2,word,produces,orange,orange (food)
item_121,banan,food_drink,ii_6_3,word,produces,banana,banana
item_122,bomm,food_drink,ii_6_4,word,produces,candy,candy
item_123,bollar,food_drink,ii_6_5,word,produces,bun,cup
item_124,breyð,food_drink,ii_6_6,word,produces,bread,bread
item_125,burgari,food_drink,ii_6_7,word,produces,burger,hamburger
item_126,djús,food_drink,ii_6_8,word,produces,juice,juice
item_127,drekkamunn,food_drink,ii_6_9,word,produces,drink (beverage),drink (beverage)
item_128,egg,food_drink,ii_6_10,word,produces,egg,egg
item_129,epli,food_drink,ii_6_11,word,produces,potato,potato
item_130,ertrar,food_drink,ii_6_12,word,produces,peas,peas
item_131,fiskur,food_drink,ii_6_13,word,produces,fish (food),fish (food)
item_132,frikadellur,food_drink,ii_6_14,word,produces,meatball,meatball
item_133,gularøtur,food_drink,ii_6_15,word,produces,carrot,carrot
item_134,gummibomm,food_drink,ii_6_16,word,produces,candy,candy
item_135,havragreyt,food_drink,ii_6_17,word,produces,oatmeal,cereal
item_136,havragrýn,food_drink,ii_6_18,word,produces,oats,cereal
item_137,høsnarungi,food_drink,ii_6_19,word,produces,chick,chick
item_138,kylling,food_drink,ii_6_20,word,produces,chicken,chicken
item_139,ísur,food_drink,ii_6_21,word,produces,ice cream,ice cream
item_140,jogurt,food_drink,ii_6_22,word,produces,yogurt,yogurt
item_141,jørðber,food_drink,ii_6_23,word,produces,strawberries,strawberry
item_142,kaffi,food_drink,ii_6_24,word,produces,coffee,coffee
item_143,køka,food_drink,ii_6_25,word,produces,cake,cake
item_144,keks,food_drink,ii_6_26,word,produces,cookie,cookie
item_145,ketsjupp,food_drink,ii_6_27,word,produces,ketchup,ketchup
item_146,kips,food_drink,ii_6_28,word,produces,chip,chips
item_147,kjøt,food_drink,ii_6_29,word,produces,meat,meat
item_148,kola,food_drink,ii_6_30,word,produces,coke (soda),soda
item_149,kornfleks,food_drink,ii_6_31,word,produces,cornflakes,cereal
item_150,livurpostei,food_drink,ii_6_32,word,produces,pate,
item_151,makrel,food_drink,ii_6_33,word,produces,mackerel (food),
item_152,mais,food_drink,ii_6_34,word,produces,corn,corn
item_153,matpakki,food_drink,ii_6_35,word,produces,lunchbox,lunchbox
item_154,matur,food_drink,ii_6_36,word,produces,food,food
item_155,melón,food_drink,ii_6_37,word,produces,melon,melon
item_156,mjólk,food_drink,ii_6_38,word,produces,milk,milk
item_157,nudlur,food_drink,ii_6_39,word,produces,noodles,noodles
item_158,nøtir,food_drink,ii_6_40,word,produces,nut,nut
item_159,omaná,food_drink,ii_6_41,word,produces,dessert,dessert
item_160,ostahaps,food_drink,ii_6_42,word,produces,cheese sticks,
item_161,ostur,food_drink,ii_6_43,word,produces,cheese,cheese
item_162,pannukøkur,food_drink,ii_6_44,word,produces,pancake,pancake
item_163,pitsa,food_drink,ii_6_45,word,produces,pizza,pizza
item_164,poppkorn,food_drink,ii_6_46,word,produces,popcorn,popcorn
item_165,pylsa,food_drink,ii_6_47,word,produces,sausage,sausage
item_166,rís,food_drink,ii_6_48,word,produces,rice,rice
item_167,rísingreytur,food_drink,ii_6_49,word,produces,rice pudding,pudding
item_168,rogn,food_drink,ii_6_50,word,produces,roe,
item_169,rosinir,food_drink,ii_6_51,word,produces,raisin,raisin
item_170,rugbreyð,food_drink,ii_6_52,word,produces,rye bread,bread
item_171,rullupylsa,food_drink,ii_6_53,word,produces,sausage (made of rolled mutton),sausage
item_172,saft,food_drink,ii_6_54,word,produces,juice,juice
item_173,salt,food_drink,ii_6_55,word,produces,salt,salt
item_174,sjokoláta,food_drink,ii_6_56,word,produces,chocolate,chocolate
item_175,sjokolátapálegg,food_drink,ii_6_57,word,produces,chocolate spread,
item_176,skinka,food_drink,ii_6_58,word,produces,ham,ham
item_177,slikkipinn,food_drink,ii_6_59,word,produces,lollipop,lollipop
item_178,smákakur,food_drink,ii_6_60,word,produces,cookie,cookie
item_179,smør,food_drink,ii_6_61,word,produces,butter,butter
item_180,sodavatn,food_drink,ii_6_62,word,produces,soda,soda
item_181,sós,food_drink,ii_6_63,word,produces,sauce,sauce
item_182,spagetti,food_drink,ii_6_64,word,produces,spaghetti,spaghetti
item_183,suppa,food_drink,ii_6_65,word,produces,soup,soup
item_184,súltutoy,food_drink,ii_6_66,word,produces,jam,jam
item_185,súrepli,food_drink,ii_6_67,word,produces,apple,apple
item_186,te,food_drink,ii_6_68,word,produces,tea,tea
item_187,tomat,food_drink,ii_6_69,word,produces,tomato,tomato
item_188,turrur fiskur,food_drink,ii_6_70,word,produces,dried fish,
item_189,tyggigummi,food_drink,ii_6_71,word,produces,chewing gum,gum
item_190,vaflur,food_drink,ii_6_72,word,produces,waffles,waffle
item_191,vatn,food_drink,ii_6_73,word,produces,water (beverage),water (beverage)
item_192,vitaminir,food_drink,ii_6_74,word,produces,vitamins,
item_193,víndrúvur,food_drink,ii_6_75,word,produces,grapes,grapes
item_194,belti,clothing,ii_7_1,word,produces,belt,belt
item_195,blusa,clothing,ii_7_2,word,produces,blouse,blouse
item_196,blæa,clothing,ii_7_3,word,produces,diaper,diaper
item_197,bodystock,clothing,ii_7_4,word,produces,bodystocking,onesie
item_198,buksur,clothing,ii_7_5,word,produces,pants,pants
item_199,hagesmekka,clothing,ii_7_6,word,produces,bib,bib
item_200,handskar,clothing,ii_7_7,word,produces,gloves,gloves
item_201,hálsband,clothing,ii_7_8,word,produces,necklace,necklace
item_202,hosur,clothing,ii_7_9,word,produces,pants,pants
item_203,húgva,clothing,ii_7_10,word,produces,beanie,
item_204,inniskógvar,clothing,ii_7_11,word,produces,slippers,slipper
item_205,renniskógvar,clothing,ii_7_12,word,produces,sneakers,sneaker
item_206,jakki,clothing,ii_7_13,word,produces,jacket,jacket
item_207,kavadrakt,clothing,ii_7_14,word,produces,snowsuit,snowsuit
item_208,kjóli,clothing,ii_7_15,word,produces,dress,dress
item_209,knappur,clothing,ii_7_16,word,produces,button,button
item_210,lýnlás,clothing,ii_7_17,word,produces,zip,zipper
item_211,náttklæði,clothing,ii_7_18,word,produces,pajamas,pajamas
item_212,pulshosur,clothing,ii_7_19,word,produces,woollen socks,sock
item_213,regnklæði,clothing,ii_7_20,word,produces,raincoat,raincoat
item_214,shorts,clothing,ii_7_21,word,produces,shorts,shorts
item_215,skógvar,clothing,ii_7_22,word,produces,shoe,shoe
item_216,sokkabuksur,clothing,ii_7_23,word,produces,tights,tights
item_217,sokkar,clothing,ii_7_24,word,produces,socks,sock
item_218,stivlar,clothing,ii_7_25,word,produces,boots,boots
item_219,trussur,clothing,ii_7_26,word,produces,panties,underpants
item_220,turriklæði,clothing,ii_7_27,word,produces,scarf,scarf
item_221,troyggja,clothing,ii_7_28,word,produces,sweater,sweater
item_222,undirbuksur,clothing,ii_7_29,word,produces,underpants,underpants
item_223,undirtroyggja,clothing,ii_7_30,word,produces,undershirt,undershirt
item_224,vøttir,clothing,ii_7_31,word,produces,mittens,mitten
item_225,andlit,body_parts,ii_8_1,word,produces,face,face
item_226,armur,body_parts,ii_8_2,word,produces,arm,arm
item_227,bein,body_parts,ii_8_3,word,produces,leg,leg
item_228,boppur,body_parts,ii_8_4,word,produces,breast,breast
item_229,búkur,body_parts,ii_8_5,word,produces,belly,body
item_230,eyga,body_parts,ii_8_6,word,produces,eye,eye
item_231,fingur,body_parts,ii_8_7,word,produces,finger,finger
item_232,fótur,body_parts,ii_8_8,word,produces,foot,foot
item_233,hár,body_parts,ii_8_9,word,produces,hair,hair
item_234,hond,body_parts,ii_8_10,word,produces,hand,hand
item_235,høka,body_parts,ii_8_11,word,produces,chin,chin
item_236,høvd,body_parts,ii_8_12,word,produces,head,head
item_237,kjálki,body_parts,ii_8_13,word,produces,cheek,cheek
item_238,knæ,body_parts,ii_8_14,word,produces,knee,knee
item_239,munnur,body_parts,ii_8_15,word,produces,mouth,mouth
item_240,nalvi,body_parts,ii_8_16,word,produces,navel,belly button
item_241,negl,body_parts,ii_8_17,word,produces,nail,nail (finger)
item_242,nøs,body_parts,ii_8_18,word,produces,nose,nose
item_243,oyra,body_parts,ii_8_19,word,produces,ear,ear
item_244,panna,body_parts,ii_8_20,word,produces,forehead,forehead
item_245,pissikona*,body_parts,ii_8_21,word,produces,vagina,vagina
item_246,pissilingur*,body_parts,ii_8_22,word,produces,penis,penis
item_247,rumpa,body_parts,ii_8_23,word,produces,butt,butt
item_248,ryggur,body_parts,ii_8_24,word,produces,back,back
item_249,sár,body_parts,ii_8_25,word,produces,wound,
item_250,tá,body_parts,ii_8_26,word,produces,toe,toe
item_251,tenn,body_parts,ii_8_27,word,produces,tooth,tooth
item_252,tunga,body_parts,ii_8_28,word,produces,tongue,tongue
item_253,varrar,body_parts,ii_8_29,word,produces,lips,lips
item_254,øksl,body_parts,ii_8_30,word,produces,shoulder,shoulder
item_255,økul,body_parts,ii_8_31,word,produces,ankle,ankle
item_256,bakki,household,ii_9_1,word,produces,tray,tray
item_257,band,household,ii_9_2,word,produces,string,
item_258,brillur,household,ii_9_3,word,produces,glasses,glasses
item_259,bust,household,ii_9_4,word,produces,brush (object),brush (object)
item_260,dós,household,ii_9_5,word,produces,can (object),can (object)
item_261,dýna,household,ii_9_6,word,produces,duvet,blanket
item_262,eskja,household,ii_9_7,word,produces,box,box
item_263,fløska,household,ii_9_8,word,produces,bottle,bottle
item_264,gaffil,household,ii_9_9,word,produces,fork,fork
item_265,gangivognur/bilur,household,ii_9_10,word,produces,baby walker,walker
item_266,glas,household,ii_9_11,word,produces,glass,glass
item_267,hamari,household,ii_9_12,word,produces,hammer,hammer
item_268,handklæði,household,ii_9_13,word,produces,towel,towel
item_269,I-pad,household,ii_9_14,word,produces,tablet,
item_270,kambur,household,ii_9_15,word,produces,comb (object),comb (object)
item_271,kassi,household,ii_9_16,word,produces,box,box
item_272,klokka,household,ii_9_17,word,produces,clock,clock
item_273,knívur,household,ii_9_18,word,produces,knife,knife
item_274,koddi,household,ii_9_19,word,produces,pillow,pillow
item_275,koppur,household,ii_9_20,word,produces,cup,cup
item_276,krónur,household,ii_9_21,word,produces,dollar,money
item_277,krukka,household,ii_9_22,word,produces,jar,jar
item_278,kustur,household,ii_9_23,word,produces,broom,broom
item_279,lampa,household,ii_9_24,word,produces,lamp,lamp
item_280,ljós,household,ii_9_25,word,produces,light,light
item_281,lyklar,household,ii_9_26,word,produces,keys,keys
item_282,medisin,household,ii_9_27,word,produces,medicine,medicine
item_283,mynd,household,ii_9_28,word,produces,picture,picture
item_284,myndatól,household,ii_9_29,word,produces,camera,camera
item_285,pappír,household,ii_9_30,word,produces,paper,paper
item_286,pengar,household,ii_9_31,word,produces,money,money
item_287,planta,household,ii_9_32,word,produces,plant,plant
item_288,plástur,household,ii_9_33,word,produces,band-aid,bandaid
item_289,pungur,household,ii_9_34,word,produces,purse,purse
item_290,púta,household,ii_9_35,word,produces,cushion,cushion
item_291,rusk,household,ii_9_36,word,produces,trash,trash
item_292,saksur,household,ii_9_37,word,produces,scissors,scissors
item_293,sápa,household,ii_9_38,word,produces,soap,soap
item_294,serviettar,household,ii_9_39,word,produces,napkin,napkin
item_295,skál,household,ii_9_40,word,produces,bowl,bowl
item_296,skeið,household,ii_9_41,word,produces,spoon,spoon
item_297,skrell,household,ii_9_42,word,produces,trash,trash
item_298,spann,household,ii_9_43,word,produces,bucket,bucket
item_299,støvsúgvari,household,ii_9_44,word,produces,vacuum,vacuum
item_300,sutta,household,ii_9_45,word,produces,pacifier,pacifier
item_301,seymur,household,ii_9_46,word,produces,nail (object),nail (object)
item_302,tallerkur,household,ii_9_47,word,produces,plate,plate
item_303,tannbust,household,ii_9_48,word,produces,toothbrush,toothbrush
item_304,taska,household,ii_9_49,word,produces,bag,bag
item_305,telefon,household,ii_9_50,word,produces,phone,telephone
item_306,telda,household,ii_9_51,word,produces,computer,computer
item_307,teppi,household,ii_9_52,word,produces,carpet,carpet
item_308,ur,household,ii_9_53,word,produces,watch,watch (object)
item_309,útvarp,household,ii_9_54,word,produces,radio,radio
item_310,wc-pappír,household,ii_9_55,word,produces,toilet paper,toilet paper
item_311,baðikar,furniture_rooms,ii_10_1,word,produces,bathtub,bathtub
item_312,barnasong,furniture_rooms,ii_10_2,word,produces,crib,crib
item_313,barnastólur,furniture_rooms,ii_10_3,word,produces,high chair,high chair
item_314,bonkur,furniture_rooms,ii_10_4,word,produces,bench,bench
item_315,borð,furniture_rooms,ii_10_5,word,produces,table,table
item_316,brúsa,furniture_rooms,ii_10_6,word,produces,shower,shower
item_317,garasja,furniture_rooms,ii_10_7,word,produces,garage,garage
item_318,gongd,furniture_rooms,ii_10_8,word,produces,hall/corridor,corridor
item_319,hurð,furniture_rooms,ii_10_9,word,produces,door,door
item_320,kamar,furniture_rooms,ii_10_10,word,produces,bedroom,bedroom
item_321,kjallari,furniture_rooms,ii_10_11,word,produces,basement,basement
item_322,komfýrur,furniture_rooms,ii_10_12,word,produces,stove,stove
item_323,køkur,furniture_rooms,ii_10_13,word,produces,kitchen,kitchen
item_324,køliskáp,furniture_rooms,ii_10_14,word,produces,refrigerator,refrigerator
item_325,ovnur,furniture_rooms,ii_10_15,word,produces,oven,oven
item_326,pottur,furniture_rooms,ii_10_16,word,produces,potty,potty
item_327,ruggustólur,furniture_rooms,ii_10_17,word,produces,rocking chair,rocking chair
item_328,rúm,furniture_rooms,ii_10_18,word,produces,room,room
item_329,sjónvarp,furniture_rooms,ii_10_19,word,produces,television,TV
item_330,skammil,furniture_rooms,ii_10_20,word,produces,chair,chair
item_331,sofa,furniture_rooms,ii_10_21,word,produces,sofa,couch
item_332,song,furniture_rooms,ii_10_22,word,produces,bed,bed
item_333,skáp,furniture_rooms,ii_10_23,word,produces,cupboard,cupboard
item_334,skuffa,furniture_rooms,ii_10_24,word,produces,drawer,drawer
item_335,stova,furniture_rooms,ii_10_25,word,produces,living room,living room
item_336,stólur,furniture_rooms,ii_10_26,word,produces,chair,chair
item_337,trappa,furniture_rooms,ii_10_27,word,produces,stairs,stairs
item_338,vask,furniture_rooms,ii_10_28,word,produces,sink,sink
item_339,vaskimaskina,furniture_rooms,ii_10_29,word,produces,washing machine,washing machine
item_340,vindeyga,furniture_rooms,ii_10_30,word,produces,window,window
item_341,wc,furniture_rooms,ii_10_31,word,produces,toilet,toilet
item_342,blomstur,outside,ii_11_1,word,produces,flower,flower
item_343,fjall,outside,ii_11_2,word,produces,mountain,mountain
item_344,flagg,outside,ii_11_3,word,produces,flag,flag
item_345,gongubreyt,outside,ii_11_4,word,produces,pavement,pavement
item_346,gras,outside,ii_11_5,word,produces,grass,grass
item_347,grót,outside,ii_11_6,word,produces,stone,stone
item_348,gøta,outside,ii_11_7,word,produces,path,path
item_349,havi,outside,ii_11_8,word,produces,garden,garden
item_350,himmal,outside,ii_11_9,word,produces,sky,sky
item_351,hoyggj,outside,ii_11_10,word,produces,hay,
item_352,kavamaður,outside,ii_11_11,word,produces,snowman,snowman
item_353,kavi,outside,ii_11_12,word,produces,snow,snow
item_354,máni,outside,ii_11_13,word,produces,moon,moon
item_355,mjørki,outside,ii_11_14,word,produces,fog,fog
item_356,pinnur,outside,ii_11_15,word,produces,stick (object),stick (object)
item_357,regn,outside,ii_11_16,word,produces,rain,rain
item_358,russjibani,outside,ii_11_17,word,produces,rollercoaster,
item_359,reiggja,outside,ii_11_18,word,produces,swing (object),swing (object)
item_360,sandkassi,outside,ii_11_19,word,produces,sandbox,sandbox
item_361,skýggj,outside,ii_11_20,word,produces,cloud,cloud
item_362,(vatn)slanga,outside,ii_11_21,word,produces,(water) hose,hose
item_363,sláimaskina,outside,ii_11_22,word,produces,lawnmower,lawn mower
item_364,sól,outside,ii_11_23,word,produces,sun,sun
item_365,spaki,outside,ii_11_24,word,produces,shovel,shovel
item_366,stigi,outside,ii_11_25,word,produces,ladder,ladder
item_367,stjørna,outside,ii_11_26,word,produces,stars,star
item_368,steinur,outside,ii_11_27,word,produces,stone,stone
item_369,tak,outside,ii_11_28,word,produces,roof,roof
item_370,trampolin,outside,ii_11_29,word,produces,trampoline,trampoline
item_371,træ,outside,ii_11_30,word,produces,tree,tree
item_372,vegur,outside,ii_11_31,word,produces,road,road
item_373,vindur,outside,ii_11_32,word,produces,wind,wind
item_374,arbeiðis,places,ii_12_1,word,produces,work,work (place)
item_375,á sandin,places,ii_12_2,word,produces,beach,beach
item_376,biltúr,places,ii_12_3,word,produces,car ride,
item_377,biograf,places,ii_12_4,word,produces,cinema,theater
item_378,djóragarð,places,ii_12_5,word,produces,zoo,zoo
item_379,ferðast,places,ii_12_6,word,produces,travel,travel
item_380,fjøruna,places,ii_12_7,word,produces,shore,
item_381,føðingardag,places,ii_12_8,word,produces,birthday,birthday
item_382,handil,places,ii_12_9,word,produces,store,store
item_383,heim,places,ii_12_10,word,produces,home,home
item_384,hús,places,ii_12_11,word,produces,house,house
item_385,í býin,places,ii_12_12,word,produces,in the city,
item_386,í SMS,places,ii_12_13,word,produces,in SMS (shopping mall),
item_387,keypa,places,ii_12_14,word,produces,shopping,shopping
item_388,kirkja*,places,ii_12_15,word,produces,church*,church
item_389,sirkus,places,ii_12_16,word,produces,circus,circus
item_390,skúla,places,ii_12_17,word,produces,school,school
item_391,spælipláss,places,ii_12_18,word,produces,playground,playground
item_392,svimjihyl,places,ii_12_19,word,produces,pool,pool
item_393,túr,places,ii_12_20,word,produces,walking tour,
item_394,út at spæla,places,ii_12_21,word,produces,out to play,
item_395,útferð,places,ii_12_22,word,produces,excursion,
item_396,viðarlundina,places,ii_12_23,word,produces,park,park
item_397,vøggustova/dagrøkt,places,ii_12_24,word,produces,nursery/daycare,nursery
item_398,abbabeiggi,people,ii_13_1,word,produces,granduncle (grandfather's brother),
item_399,abbasystir,people,ii_13_2,word,produces,grandaunt (grandfather's sister),
item_400,abbi,people,ii_13_3,word,produces,grandpa,grandpa
item_401,babba,people,ii_13_4,word,produces,daddy,daddy
item_402,baby,people,ii_13_5,word,produces,baby,baby
item_403,barn,people,ii_13_6,word,produces,child,child
item_404,brandmaður,people,ii_13_7,word,produces,fireman,fireman
item_405,beiggi,people,ii_13_8,word,produces,brother,brother
item_406,cowboy,people,ii_13_9,word,produces,cowboy,cowboy
item_407,drongur,people,ii_13_10,word,produces,boy,boy
item_408,fastir,people,ii_13_11,word,produces,paternal aunt,aunt
item_409,fólk,people,ii_13_12,word,produces,people,people
item_410,gella,people,ii_13_13,word,produces,girl,girl
item_411,genta,people,ii_13_14,word,produces,girl,girl
item_412,gubbi,people,ii_13_15,word,produces,godfather,godfather
item_413,gumma,people,ii_13_16,word,produces,godmother,godmother
item_414,klovnur,people,ii_13_17,word,produces,clown,clown
item_415,kona,people,ii_13_18,word,produces,woman/wife,woman
item_416,kúllur,people,ii_13_19,word,produces,boy,boy
item_417,langabbi,people,ii_13_20,word,produces,great-grandfather,
item_418,langomma,people,ii_13_21,word,produces,great-grandmother,
item_419,lækni,people,ii_13_22,word,produces,doctor,doctor
item_420,lærari,people,ii_13_23,word,produces,teacher,teacher
item_421,maður,people,ii_13_24,word,produces,man/husband,man
item_422,mamma,people,ii_13_25,word,produces,mummy,mommy
item_423,mammubeiggi,people,ii_13_26,word,produces,maternal uncle,uncle
item_424,mostir,people,ii_13_27,word,produces,maternal aunt,aunt
item_425,navn á kelidjóri,people,ii_13_28,word,produces,name of pet,pet's name
item_426,navn á pedagogi/dagrøktari,people,ii_13_29,word,produces,name of teacher/daycare provider,teacher's name
item_427,omma,people,ii_13_30,word,produces,grandma,grandma
item_428,ommubeiggi,people,ii_13_31,word,produces,granduncle (grandmother's brother),
item_429,ommusystir,people,ii_13_32,word,produces,grandaunt (grandmother's sister),
item_430,pápabeiggi,people,ii_13_33,word,produces,paternal uncle,uncle
item_431,politi,people,ii_13_34,word,produces,police,police
item_432,postboð,people,ii_13_35,word,produces,post officer,postman
item_433,sítt egna navn,people,ii_13_36,word,produces,child's own name,child's own name
